,addrcode,temperature
0,100508,32.25
1,100112,34.53
2,104601,30.77
3,104101,33.81
4,100302,29.67
5,100502,32.79
6,100306,30.17
7,104603,31.89
8,100301,30.11
9,100305,30.55
10,101002,30.69
11,100303,29.17
12,104802,33.39
13,101104,29.89
14,102601,34.05
15,100307,29.65
16,103201,32.63
17,103605,34.21
18,100304,29.39
19,104201,32.63
20,101105,29.36
21,101106,28.39
22,101101,30.93
23,104002,33.61
24,102705,32.97
25,103801,34.23
26,103005,34.43
27,100601,32.69
28,102303,33.19
29,104501,33.63
30,104401,31.35
31,102105,31.11
32,101103,30.75
33,101901,34.41
34,104801,32.49
35,102107,30.37
36,101803,33.99
37,103903,33.35
38,102201,34.25
39,102302,33.73
40,105001,33.55
41,102401,32.47
42,104701,32.64
43,102803,34.15
44,104902,32.67
45,104602,29.86
