,addrcode,temperature
0,104605,33.01
1,104604,34.01
2,103704,41.35
3,100108,40.65
4,102005,40.65
5,100101,40.65
6,103701,41.35
7,100110,41.35
8,103702,41.35
9,100109,40.65
10,102004,40.65
11,101702,40.83
12,100805,41.35
13,104203,41.09
14,104202,37.15
15,104102,40.05
16,100111,41.35
17,100107,41.35
18,101904,39.13
19,101907,39.13
20,103703,41.35
21,103001,40.93
22,103002,40.93
23,104302,38.39
24,103802,40.13
25,102902,40.19
26,103604,34.85
27,101601,41.25
28,100801,40.75
29,102208,39.69
30,103902,40.69
31,101302,40.75
32,104502,39.31
33,104503,39.31
34,101903,39.13
35,101602,41.25
36,103004,40.93
37,102704,40.13
38,100308,30.83
39,102901,40.19
40,101801,41.25
41,100401,40.75
42,100204,41.35
43,103602,34.85
44,100203,41.35
45,100608,39.31
46,102007,40.65
47,100405,40.75
48,100404,40.75
49,101001,38.29
50,103003,40.93
51,102701,38.29
52,102502,40.19
53,101704,40.83
54,101802,40.75
55,101502,41.25
56,102206,41.25
57,103302,40.69
58,100702,40.75
59,100703,40.75
60,100704,40.75
61,103901,40.69
62,100102,41.25
63,102209,41.25
64,100403,40.75
65,102202,39.69
66,100402,40.75
67,100206,41.35
68,101902,40.65
69,102501,40.65
70,101401,41.35
71,103102,40.75
72,103203,38.39
73,101701,40.83
74,102503,40.65
75,101506,41.25
76,104001,39.33
77,104004,39.49
78,103501,39.33
79,100905,38.39
80,103103,39.47
81,102210,41.25
82,102207,39.69
83,100104,41.35
84,103301,40.69
85,102009,40.65
86,100202,41.35
87,102504,40.65
88,100201,41.35
89,101905,39.13
90,101102,38.29
91,102006,40.65
92,100701,40.75
93,104003,39.15
94,100802,40.75
95,100103,41.25
96,103401,42.17
97,101501,41.25
98,101303,40.75
99,102802,40.75
100,101507,41.25
101,101301,40.75
102,102801,40.75
103,100803,41.35
104,100105,40.65
105,100804,41.35
106,100106,41.35
107,103303,40.69
108,101505,41.25
109,103101,40.07
110,103202,38.39
111,103504,40.07
112,101204,39.47
113,102402,40.07
114,103503,40.07
115,101504,41.25
116,101203,39.47
117,101804,40.75
118,101503,41.25
119,103502,41.25
120,104301,38.39
121,104504,39.31
122,104901,37.97
