SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
100508,1,1,0.0025,15474,15474,0,15474.0,0.0,15474.0,1,15474,15474,15474
100112,2,1,0.0025,15636,15636,0,15636.0,0.0,15636.0,1,15636,15636,15636
104601,3,2,0.005,15431,15509,78,15470.0,39.0,30940.0,2,15431,15431,15431
104101,4,1,0.0025,15606,15606,0,15606.0,0.0,15606.0,1,15606,15606,15606
100302,5,2,0.005,15456,15517,61,15486.5,30.5,30973.0,2,15456,15456,15456
100502,6,1,0.0025,15557,15557,0,15557.0,0.0,15557.0,1,15557,15557,15557
100306,7,1,0.0025,15469,15469,0,15469.0,0.0,15469.0,1,15469,15469,15469
104603,8,1,0.0025,15488,15488,0,15488.0,0.0,15488.0,1,15488,15488,15488
100301,9,1,0.0025,15493,15493,0,15493.0,0.0,15493.0,1,15493,15493,15493
100305,10,1,0.0025,15489,15489,0,15489.0,0.0,15489.0,1,15489,15489,15489
101002,11,1,0.0025,15445,15445,0,15445.0,0.0,15445.0,1,15445,15445,15445
100303,12,1,0.0025,15433,15433,0,15433.0,0.0,15433.0,1,15433,15433,15433
104802,13,1,0.0025,15593,15593,0,15593.0,0.0,15593.0,1,15593,15593,15593
101104,14,1,0.0025,15421,15421,0,15421.0,0.0,15421.0,1,15421,15421,15421
102601,15,1,0.0025,15620,15620,0,15620.0,0.0,15620.0,1,15620,15620,15620
100307,16,1,0.0025,15496,15496,0,15496.0,0.0,15496.0,1,15496,15496,15496
103201,17,2,0.005,15457,15479,22,15468.0,11.0,30936.0,2,15457,15457,15457
103605,18,1,0.0025,15607,15607,0,15607.0,0.0,15607.0,1,15607,15607,15607
100304,19,2,0.005,15406,15434,28,15420.0,14.0,30840.0,2,15406,15406,15406
104201,20,1,0.0025,15532,15532,0,15532.0,0.0,15532.0,1,15532,15532,15532
101105,21,2,0.005,15386,15421,35,15403.5,17.5,30807.0,2,15386,15386,15386
101106,22,1,0.0025,15390,15390,0,15390.0,0.0,15390.0,1,15390,15390,15390
101101,23,1,0.0025,15375,15375,0,15375.0,0.0,15375.0,1,15375,15375,15375
104002,24,1,0.0025,15604,15604,0,15604.0,0.0,15604.0,1,15604,15604,15604
102705,25,1,0.0025,15535,15535,0,15535.0,0.0,15535.0,1,15535,15535,15535
103801,26,1,0.0025,15611,15611,0,15611.0,0.0,15611.0,1,15611,15611,15611
103005,27,1,0.0025,15619,15619,0,15619.0,0.0,15619.0,1,15619,15619,15619
100601,28,1,0.0025,15493,15493,0,15493.0,0.0,15493.0,1,15493,15493,15493
102303,29,1,0.0025,15587,15587,0,15587.0,0.0,15587.0,1,15587,15587,15587
104501,30,1,0.0025,15574,15574,0,15574.0,0.0,15574.0,1,15574,15574,15574
104401,31,1,0.0025,15431,15431,0,15431.0,0.0,15431.0,1,15431,15431,15431
102105,32,3,0.0075,15179,15565,386,15408.0,165.603945203,46224.0,3,15179,15179,15480
101103,33,1,0.0025,15420,15420,0,15420.0,0.0,15420.0,1,15420,15420,15420
101901,34,1,0.0025,15609,15609,0,15609.0,0.0,15609.0,1,15609,15609,15609
104801,35,1,0.0025,15542,15542,0,15542.0,0.0,15542.0,1,15542,15542,15542
102107,36,1,0.0025,15446,15446,0,15446.0,0.0,15446.0,1,15446,15446,15446
101803,37,1,0.0025,15561,15561,0,15561.0,0.0,15561.0,1,15561,15561,15561
103903,38,1,0.0025,15550,15550,0,15550.0,0.0,15550.0,1,15550,15550,15550
102201,39,1,0.0025,15620,15620,0,15620.0,0.0,15620.0,1,15620,15620,15620
102302,40,1,0.0025,15597,15597,0,15597.0,0.0,15597.0,1,15597,15597,15597
105001,41,1,0.0025,15584,15584,0,15584.0,0.0,15584.0,1,15584,15584,15584
102401,42,1,0.0025,15452,15452,0,15452.0,0.0,15452.0,1,15452,15452,15452
104701,43,2,0.005,15468,15491,23,15479.5,11.5,30959.0,2,15468,15468,15468
102803,44,1,0.0025,15596,15596,0,15596.0,0.0,15596.0,1,15596,15596,15596
104902,45,1,0.0025,15473,15473,0,15473.0,0.0,15473.0,1,15473,15473,15473
104602,46,2,0.005,15462,15475,13,15468.5,6.5,30937.0,2,15462,15462,15462
