,addrcode,temperature
0,100508,32.57
1,100112,34.41
2,104601,32.2
3,104101,35.21
4,100302,30.09
5,100502,34.35
6,100306,32.59
7,104603,33.93
8,100301,30.35
9,100305,32.87
10,101002,33.05
11,100303,30.79
12,104802,33.03
13,101104,30.45
14,102601,36.13
15,100307,31.21
16,103201,33.52
17,103605,35.35
18,100304,30.87
19,104201,34.13
20,101105,30.38
21,101106,29.65
22,101101,31.25
23,104002,33.35
24,102705,34.89
25,103801,35.71
26,103005,35.85
27,100601,33.97
28,102303,33.29
29,104501,35.13
30,104401,31.93
31,102105,31.82
32,101103,31.23
33,101901,33.93
34,104801,31.75
35,102107,31.37
36,101803,35.27
37,103903,34.75
38,102201,34.31
39,102302,33.59
40,105001,33.77
41,102401,34.17
42,104701,33.58
43,102803,35.49
44,104902,34.93
45,104602,31.89
