TB_IDN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
801304,1,2,0.005,15039,15149,110,15094.0,55.0,30188.0,2,15039,15039,15039
800603,2,1,0.0025,15007,15007,0,15007.0,0.0,15007.0,1,15007,15007,15007
801904,3,2,0.005,15165,15168,3,15166.5,1.5,30333.0,2,15165,15165,15165
800905,4,4,0.01,15007,15156,149,15079.5,56.9583180931,60318.0,4,15007,15007,15047
800909,5,1,0.0025,15152,15152,0,15152.0,0.0,15152.0,1,15152,15152,15152
801701,6,3,0.0075,15020,15050,30,15038.0,12.9614813968,45114.0,3,15020,15020,15044
801903,7,1,0.0025,15031,15031,0,15031.0,0.0,15031.0,1,15031,15031,15031
800611,8,2,0.005,15057,15063,6,15060.0,3.0,30120.0,2,15057,15057,15057
801204,9,1,0.0025,15171,15171,0,15171.0,0.0,15171.0,1,15171,15171,15171
801101,10,2,0.005,15115,15196,81,15155.5,40.5,30311.0,2,15115,15115,15115
801302,11,4,0.01,14873,15126,253,15000.25,92.0987920659,60001.0,4,14873,14873,14970
802003,12,1,0.0025,14960,14960,0,14960.0,0.0,14960.0,1,14960,14960,14960
801215,13,1,0.0025,15044,15044,0,15044.0,0.0,15044.0,1,15044,15044,15044
801206,14,2,0.005,15083,15198,115,15140.5,57.5,30281.0,2,15083,15083,15083
801207,15,1,0.0025,15070,15070,0,15070.0,0.0,15070.0,1,15070,15070,15070
801217,16,1,0.0025,15148,15148,0,15148.0,0.0,15148.0,1,15148,15148,15148
802001,17,1,0.0025,14947,14947,0,14947.0,0.0,14947.0,1,14947,14947,14947
800305,18,2,0.005,14916,15004,88,14960.0,44.0,29920.0,2,14916,14916,14916
801105,19,4,0.01,15060,15171,111,15100.25,42.3932482832,60401.0,4,15060,15060,15078
801212,20,1,0.0025,14880,14880,0,14880.0,0.0,14880.0,1,14880,14880,14880
801003,21,2,0.005,15035,15056,21,15045.5,10.5,30091.0,2,15035,15035,15035
800302,22,2,0.005,14897,15053,156,14975.0,78.0,29950.0,2,14897,14897,14897
801208,23,1,0.0025,15066,15066,0,15066.0,0.0,15066.0,1,15066,15066,15066
800911,24,4,0.01,15054,15126,72,15094.25,25.8686586432,60377.0,4,15054,15054,15096
801107,25,3,0.0075,14999,15057,58,15024.6666667,24.1430919502,45074.0,3,14999,14999,15018
801213,26,1,0.0025,15072,15072,0,15072.0,0.0,15072.0,1,15072,15072,15072
800912,27,1,0.0025,15020,15020,0,15020.0,0.0,15020.0,1,15020,15020,15020
801218,28,1,0.0025,15118,15118,0,15118.0,0.0,15118.0,1,15118,15118,15118
802301,29,1,0.0025,15087,15087,0,15087.0,0.0,15087.0,1,15087,15087,15087
801301,30,5,0.0125,15116,15182,66,15152.2,22.1485891196,75761.0,4,15148,15116,15148
