,addrcode,temperature
0,801304,27.91
1,800603,30.97
2,801904,29.14
3,800905,30.0
4,800909,29.33
5,801701,30.47
6,801903,29.29
7,800611,30.68
8,801101,30.02
9,801302,26.6
10,802003,28.61
11,801215,28.93
12,801206,30.49
13,801207,27.71
14,801217,29.15
15,802001,29.49
16,800305,27.95
17,801105,30.34
18,801212,28.57
19,801003,29.93
20,800302,27.56
21,801208,27.85
22,800911,26.96
23,801107,30.32
24,800912,29.89
25,801218,29.39
26,801301,29.01
27,800906,29.94
28,801216,28.75
29,801001,30.05
30,801303,27.93
31,801104,30.93
32,801214,29.16
33,800407,29.99
34,800112,29.05
35,800304,28.45
36,800106,30.11
37,800405,30.27
38,800115,32.19
39,801801,29.53
40,800303,30.17
41,801106,29.0
42,801103,30.57
43,800122,30.53
44,802202,29.92
45,801210,30.21
46,801002,29.45
47,802004,30.33
48,802201,27.8
49,801102,29.87
50,800301,28.16
51,800101,29.99
52,800119,30.59
53,800416,31.14
54,800113,29.01
55,801202,30.7
56,810602,28.92
57,810601,27.95
58,800807,30.17
59,800204,28.97
60,800501,26.85
61,800120,29.78
62,810301,25.0
63,810603,29.59
64,800201,29.35
65,800205,31.61
66,800403,27.92
67,801209,26.69
68,800116,29.98
69,801803,30.31
70,800410,28.67
71,800406,29.59
72,800505,28.83
73,800504,28.1
74,800121,28.61
75,801802,29.84
76,800203,31.31
77,800404,29.23
78,800202,30.47
79,800806,28.97
80,802101,27.57
81,802103,29.21
82,800803,28.19
83,800503,26.89
84,800502,26.04
85,800801,29.85
86,802104,28.78
87,801403,28.86
88,801408,27.56
89,802102,26.87
90,801404,27.31
91,800802,27.15
92,801407,26.75
93,800811,27.41
94,801405,26.98
95,800813,27.64
96,800804,32.21
97,800409,24.51
98,801604,30.38
99,800704,29.44
100,801605,26.69
101,801704,29.52
102,801702,30.51
103,801703,32.28
104,800910,27.43
105,801905,28.45
106,800908,29.23
107,801503,26.76
108,801501,27.46
109,801502,26.42
110,801406,28.51
111,801409,27.6
112,801402,25.9
113,800710,28.53
114,800705,28.0
115,801609,29.71
116,800708,28.03
117,810304,29.02
118,810405,29.49
119,810803,28.73
120,810403,28.88
121,810302,27.27
122,810305,26.34
123,810303,28.7
124,810404,27.52
125,810106,27.18
126,810801,31.37
127,810115,28.45
128,810406,29.47
129,810805,30.72
130,810701,30.6
131,810702,31.38
132,810703,30.17
133,810117,28.51
134,810704,29.23
135,810402,29.2
136,810401,30.52
137,810806,27.71
138,810116,27.91
139,810118,29.77
140,810804,29.03
141,810807,29.99
142,810204,28.79
143,810203,28.25
144,810201,29.07
145,810111,27.85
146,810506,29.7
147,810508,29.45
148,810509,28.27
149,810501,30.19
150,810202,28.42
151,810502,28.1
152,810505,27.64
153,810504,28.11
154,810105,29.01
155,810407,29.14
156,810103,29.82
157,810206,30.57
158,810808,29.96
159,810507,29.28
160,810503,29.36
161,810205,29.33
162,810604,28.98
163,802303,30.13
164,800904,28.07
165,800607,29.45
166,801608,30.97
167,800913,29.84
168,800903,31.47
169,801305,30.29
170,801306,30.37
171,800902,28.07
172,800605,28.73
173,800612,30.68
174,801906,27.31
175,800613,29.7
176,800706,29.51
177,800907,29.56
178,801601,28.5
179,801204,
180,801213,
181,802301,
182,802304,
183,801203,
184,801602,
185,801902,
186,801603,
187,800701,
188,801610,
189,800702,
190,800707,
191,800711,
192,801611,
193,800606,
194,800601,
195,801606,
196,801201,
197,810102,
