,addrcode,temperature
0,100508,37.49
1,100112,41.57
2,104601,34.89
3,104101,40.05
4,100302,33.5
5,100502,39.81
6,100306,34.21
7,104603,37.57
8,100301,33.67
9,100305,35.41
10,101002,36.21
11,100303,33.03
12,104802,38.87
13,101104,37.49
14,102601,40.95
15,100307,34.51
16,103201,37.53
17,103605,39.75
18,100304,33.05
19,104201,38.79
20,101105,36.71
21,101101,37.65
22,104002,40.33
23,102705,39.99
24,103801,40.77
25,103005,41.27
26,100601,39.23
27,102303,39.77
28,104501,40.29
29,104401,38.37
30,102105,37.7
31,101103,38.21
32,101901,40.99
33,104801,37.29
34,102107,38.05
35,101803,41.75
36,103903,39.83
37,102201,40.95
38,102302,39.51
39,105001,39.55
40,102401,37.83
41,104701,37.63
42,102803,40.93
43,104902,38.95
44,104602,33.59
45,101106,
