,addrcode,temperature
0,801205,
1,802302,29.99
2,801211,29.45
3,800102,28.03
4,802203,26.77
5,800103,28.03
6,800118,28.03
7,800401,30.31
8,800108,30.21
9,800114,26.49
10,802002,28.15
11,800415,29.91
12,800810,29.81
13,800107,
14,800809,33.15
15,800709,24.23
16,801901,24.23
17,800703,
18,801401,31.77
19,810802,25.45
20,810101,27.59
21,800610,32.27
22,800901,23.43
23,800604,30.35
24,801607,31.79
