,addrcode,temperature
0,801302,26.13
1,801215,25.23
2,801207,18.87
3,801217,29.11
4,800305,27.37
5,801212,25.55
6,800302,26.75
7,801208,25.23
8,801213,31.29
9,801218,21.61
10,801216,23.11
11,801203,30.17
12,801210,18.07
13,800301,27.25
14,801501,23.48
15,801406,30.07
16,801409,29.99
17,801402,30.28
18,810405,22.21
19,810803,25.38
20,810806,26.29
21,800606,30.89
22,800601,30.13
23,800605,29.99
24,801304,
25,800603,
26,801904,
27,800905,
28,800909,
29,801701,
30,801903,
31,800611,
32,801204,
33,801101,
34,802003,
35,801206,
36,802001,
37,801105,
38,801003,
39,800911,
40,801107,
41,800912,
42,802301,
43,801301,
44,800906,
45,801001,
46,801303,
47,802304,
48,801104,
49,801214,
50,800407,
51,800112,
52,800304,
53,800106,
54,800405,
55,800115,
56,801801,
57,800303,
58,801106,
59,801103,
60,800122,
61,802202,
62,801002,
63,802004,
64,802201,
65,801102,
66,800101,
67,800119,
68,800416,
69,800113,
70,801202,
71,810602,
72,810601,
73,800807,
74,800204,
75,800501,
76,800120,
77,810301,
78,810603,
79,800201,
80,800205,
81,800403,
82,801209,
83,800116,
84,801803,
85,800410,
86,800406,
87,800505,
88,800504,
89,800121,
90,801802,
91,800203,
92,800404,
93,800202,
94,800806,
95,802101,
96,802103,
97,800803,
98,800503,
99,800502,
100,800801,
101,802104,
102,801403,
103,801408,
104,802102,
105,801404,
106,800802,
107,801407,
108,800811,
109,801405,
110,800813,
111,800804,
112,800409,
113,801604,
114,800704,
115,801605,
116,801602,
117,801704,
118,801702,
119,801902,
120,801703,
121,801603,
122,800910,
123,801905,
124,800701,
125,800908,
126,801503,
127,801502,
128,801610,
129,800710,
130,800702,
131,800705,
132,801609,
133,800708,
134,800707,
135,800711,
136,810304,
137,810403,
138,810302,
139,810305,
140,810303,
141,810404,
142,810106,
143,810801,
144,810115,
145,810406,
146,810805,
147,810701,
148,810702,
149,810703,
150,810117,
151,810704,
152,810402,
153,810401,
154,810116,
155,810118,
156,810804,
157,810807,
158,810204,
159,810203,
160,810201,
161,810111,
162,810506,
163,810508,
164,810509,
165,810501,
166,810202,
167,810502,
168,810505,
169,810504,
170,810105,
171,810407,
172,810103,
173,810206,
174,810808,
175,810507,
176,810503,
177,810205,
178,810604,
179,802303,
180,800904,
181,800607,
182,801611,
183,801608,
184,800913,
185,800903,
186,801305,
187,801306,
188,800902,
189,800612,
190,801906,
191,800613,
192,801606,
193,800706,
194,800907,
195,801601,
196,801201,
197,810102,
