,addrcode,temperature
0,100112,34.97
1,100302,31.12
2,104802,35.73
3,101104,29.57
4,102601,34.99
5,103201,35.09
6,100304,30.6
7,101105,29.65
8,101106,29.25
9,101101,29.73
10,104002,35.63
11,102705,36.73
12,103801,36.73
13,103005,36.07
14,100601,36.23
15,102303,35.63
16,104501,34.97
17,104401,35.41
18,102105,30.72
19,101103,30.23
20,101901,34.41
21,102107,29.95
22,101803,34.07
23,103903,34.93
24,102201,35.93
25,102302,35.11
26,105001,36.07
27,102401,33.45
28,104701,35.38
29,102803,35.01
30,104902,32.83
31,100508,
32,104601,
33,104101,
34,100502,
35,100306,
36,104603,
37,100301,
38,100305,
39,101002,
40,100303,
41,100307,
42,103605,
43,104201,
44,104801,
45,104602,
