,addrcode,temperature
0,100508,37.15
1,100112,41.35
2,104601,34.55
3,104101,40.05
4,100302,32.9
5,100502,41.09
6,100306,33.01
7,104603,38.29
8,100301,32.73
9,100305,33.81
10,101002,33.81
11,100303,33.63
12,104802,39.13
13,101104,32.63
14,102601,40.83
15,100307,31.37
16,103201,37.21
17,103605,40.47
18,104201,37.49
19,101105,31.18
20,101106,31.99
21,101101,37.55
22,104002,39.69
23,102705,38.39
24,103801,40.13
25,103005,40.93
26,100601,38.29
27,102303,39.15
28,104501,39.31
29,104401,38.29
30,102105,36.25
31,101103,38.29
32,101901,40.65
33,104801,38.47
34,102107,38.61
35,101803,40.75
36,103903,42.17
37,102201,41.25
38,102302,39.49
39,105001,39.33
40,102401,39.47
41,104701,38.39
42,102803,40.69
43,104902,38.37
44,104602,33.32
45,100304,
