,addrcode,temperature
0,104605,31.15
1,104604,31.13
2,103704,34.53
3,100108,34.59
4,102002,34.59
5,100101,34.59
6,103701,34.53
7,100110,34.53
8,103702,34.53
9,100109,34.59
10,102001,34.59
11,101702,34.31
12,100805,34.53
13,104203,33.29
14,104202,32.99
15,104102,34.17
16,100111,34.53
17,100107,34.53
18,101904,34.13
19,101906,34.13
20,103703,34.53
21,103001,34.49
22,103002,34.49
23,104302,33.39
24,103802,35.07
25,102902,34.27
26,103602,34.13
27,101601,34.67
28,100801,33.91
29,102205,34.57
30,103902,34.65
31,101302,33.91
32,104502,35.05
33,104503,35.05
34,101903,34.13
35,101602,34.67
36,103004,34.49
37,102702,35.07
38,100308,30.21
39,102901,34.27
40,101801,34.67
41,100401,33.91
42,100204,34.53
43,103601,34.13
44,100203,34.53
45,100602,35.05
46,102004,34.59
47,100405,33.91
48,100404,33.91
49,101001,32.35
50,103003,34.49
51,102701,32.77
52,102502,34.27
53,101703,34.31
54,101802,33.91
55,101502,34.67
56,102203,34.67
57,103302,34.65
58,100702,33.91
59,100703,33.91
60,100704,33.91
61,103901,34.65
62,100102,34.67
63,102206,34.67
64,100403,33.91
65,102202,34.57
66,100402,33.91
67,100206,34.53
68,101902,34.59
69,102501,34.59
70,101401,34.53
71,103102,33.91
72,103203,32.85
73,101701,34.31
74,102503,34.59
75,101506,34.67
76,104001,33.81
77,104004,33.41
78,103501,33.81
79,100901,33.27
80,103103,32.89
81,102207,34.67
82,102204,34.57
83,100104,34.53
84,103301,34.65
85,102005,34.59
86,100202,34.53
87,102504,34.59
88,100201,34.53
89,101905,34.13
90,101102,31.51
91,102003,34.59
92,100701,33.91
93,104003,33.07
94,100802,33.91
95,100103,34.67
96,103401,34.43
97,101501,34.67
98,101303,33.91
99,102802,33.91
100,101507,34.67
101,101301,33.91
102,102801,33.91
103,100803,34.53
104,100105,34.59
105,100804,34.53
106,100106,34.53
107,103303,34.65
108,101505,34.67
109,103101,33.97
110,103202,32.85
111,103504,33.97
112,101202,32.89
113,102402,33.97
114,103503,33.97
115,101504,34.67
116,101201,32.89
117,101804,33.91
118,101503,34.67
119,103502,34.67
120,104301,33.39
121,104504,35.05
122,104901,31.67
