,addrcode,temperature
0,100112,38.51
1,104601,30.91
2,100302,31.07
3,100306,31.07
4,100303,30.35
5,104802,38.19
6,102601,38.51
7,100304,30.35
8,104002,38.05
9,102303,38.05
10,104501,38.51
11,102105,37.34
12,101901,38.49
13,104801,37.69
14,102107,37.17
15,101803,38.77
16,103903,37.81
17,102201,38.61
18,102302,39.39
19,105001,37.89
20,102401,38.07
21,104701,38.55
22,102803,37.81
23,104902,37.75
24,104602,30.75
25,100508,
26,104101,
27,100502,
28,104603,
29,100301,
30,100305,
31,101002,
32,101104,
33,100307,
34,103201,
35,103605,
36,104201,
37,101105,
38,101106,
39,101101,
40,102705,
41,103801,
42,103005,
43,100601,
44,104401,
45,101103,
