SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
100508,1,1,0.0025,15245,15245,0,15245.0,0.0,15245.0,1,15245,15245,15245
100112,2,1,0.0025,15405,15405,0,15405.0,0.0,15405.0,1,15405,15405,15405
104601,3,2,0.005,15172,15268,96,15220.0,48.0,30440.0,2,15172,15172,15172
100302,5,2,0.005,15124,15215,91,15169.5,45.5,30339.0,2,15124,15124,15124
100502,6,1,0.0025,15240,15240,0,15240.0,0.0,15240.0,1,15240,15240,15240
100306,7,1,0.0025,15222,15222,0,15222.0,0.0,15222.0,1,15222,15222,15222
104603,8,1,0.0025,15182,15182,0,15182.0,0.0,15182.0,1,15182,15182,15182
100301,9,1,0.0025,15194,15194,0,15194.0,0.0,15194.0,1,15194,15194,15194
100305,10,1,0.0025,15236,15236,0,15236.0,0.0,15236.0,1,15236,15236,15236
101002,11,1,0.0025,15191,15191,0,15191.0,0.0,15191.0,1,15191,15191,15191
100303,12,1,0.0025,15191,15191,0,15191.0,0.0,15191.0,1,15191,15191,15191
104802,13,1,0.0025,15477,15477,0,15477.0,0.0,15477.0,1,15477,15477,15477
101104,14,1,0.0025,15170,15170,0,15170.0,0.0,15170.0,1,15170,15170,15170
102601,15,1,0.0025,15405,15405,0,15405.0,0.0,15405.0,1,15405,15405,15405
100307,16,1,0.0025,15215,15215,0,15215.0,0.0,15215.0,1,15215,15215,15215
103201,17,2,0.005,15346,15346,0,15346.0,0.0,30692.0,1,15346,15346,15346
103605,18,1,0.0025,15428,15428,0,15428.0,0.0,15428.0,1,15428,15428,15428
100304,19,2,0.005,15151,15190,39,15170.5,19.5,30341.0,2,15151,15151,15151
104201,20,1,0.0025,15346,15346,0,15346.0,0.0,15346.0,1,15346,15346,15346
101105,21,2,0.005,15160,15183,23,15171.5,11.5,30343.0,2,15160,15160,15160
101106,22,1,0.0025,15078,15078,0,15078.0,0.0,15078.0,1,15078,15078,15078
101101,23,1,0.0025,15332,15332,0,15332.0,0.0,15332.0,1,15332,15332,15332
104002,24,1,0.0025,15458,15458,0,15458.0,0.0,15458.0,1,15458,15458,15458
103801,26,1,0.0025,15404,15404,0,15404.0,0.0,15404.0,1,15404,15404,15404
103005,27,1,0.0025,15404,15404,0,15404.0,0.0,15404.0,1,15404,15404,15404
100601,28,1,0.0025,15330,15330,0,15330.0,0.0,15330.0,1,15330,15330,15330
102303,29,1,0.0025,15444,15444,0,15444.0,0.0,15444.0,1,15444,15444,15444
104501,30,1,0.0025,15405,15405,0,15405.0,0.0,15405.0,1,15405,15405,15405
104401,31,1,0.0025,15196,15196,0,15196.0,0.0,15196.0,1,15196,15196,15196
102105,32,3,0.0075,15063,15399,336,15194.3333333,146.645453011,45583.0,3,15063,15063,15121
101103,33,1,0.0025,15187,15187,0,15187.0,0.0,15187.0,1,15187,15187,15187
101901,34,1,0.0025,15435,15435,0,15435.0,0.0,15435.0,1,15435,15435,15435
104801,35,1,0.0025,15287,15287,0,15287.0,0.0,15287.0,1,15287,15287,15287
102107,36,1,0.0025,15137,15137,0,15137.0,0.0,15137.0,1,15137,15137,15137
101803,37,1,0.0025,15424,15424,0,15424.0,0.0,15424.0,1,15424,15424,15424
103903,38,1,0.0025,15388,15388,0,15388.0,0.0,15388.0,1,15388,15388,15388
102201,39,1,0.0025,15464,15464,0,15464.0,0.0,15464.0,1,15464,15464,15464
102302,40,1,0.0025,15511,15511,0,15511.0,0.0,15511.0,1,15511,15511,15511
105001,41,1,0.0025,15446,15446,0,15446.0,0.0,15446.0,1,15446,15446,15446
102401,42,1,0.0025,15251,15251,0,15251.0,0.0,15251.0,1,15251,15251,15251
104701,43,2,0.005,15360,15371,11,15365.5,5.5,30731.0,2,15360,15360,15360
102803,44,1,0.0025,15436,15436,0,15436.0,0.0,15436.0,1,15436,15436,15436
104902,45,1,0.0025,15121,15121,0,15121.0,0.0,15121.0,1,15121,15121,15121
104602,46,2,0.005,15204,15250,46,15227.0,23.0,30454.0,2,15204,15204,15204
