"","addrcode","date","hi","ci","bi"
"739",860802,"2013-02-01",34.31,9.05,53.92
"740",860406,"2013-02-01",27.45,42.86,85.29
"741",730205,"2013-02-01",31,8.12,62
"742",730310,"2013-02-01",42,9.28,64
"743",730107,"2013-02-01",25,5.44,40
"744",730611,"2013-02-01",24,4.51,35
"745",800404,"2013-02-01",18,2.79,18
"746",800705,"2013-02-01",14,2.2,27
"747",800913,"2013-02-01",32.5,13.47,82.5
"748",800909,"2013-02-01",22.5,6.47,37.5
"749",800121,"2013-02-01",27,8.45,75
"750",120207,"2013-02-01",31.9,11.88,57.76
"751",120405,"2013-02-01",27.5,7.38,33.33
"752",120606,"2013-02-01",47.15,17.33,85.37
"753",130204,"2013-02-01",53.33,22.84,103.33
"754",130604,"2013-02-01",28.7,14.9,45.22
"755",250214,"2013-02-01",27,6.34,39
"756",250304,"2013-02-01",20,7.35,40
"757",940104,"2013-02-01",7,2.67,8
"758",940110,"2013-02-01",22,6.27,21
"759",140514,"2013-02-01",28.1,6.89,38.84
"760",140609,"2013-02-01",15.45,5.47,28.46
"761",140108,"2013-02-01",33.33,11.37,65
"762",141411,"2013-02-01",17.21,9.32,50.82
"763",110206,"2013-02-01",0,0,0
"764",210601,"2013-02-01",7,0,0
"765",700410,"2013-02-01",4,1.11,9
"766",700606,"2013-02-01",26,7.47,62
"767",700510,"2013-02-01",12,3.26,18
"768",700710,"2013-02-01",13,2.42,15
"769",421402,"2013-02-01",0,0,0
"770",471503,"2013-02-01",17,5.14,22
"771",470701,"2013-02-01",10,3.41,14
"772",471704,"2013-02-01",9,2.96,12
"773",470604,"2013-02-01",5,2.41,9
"774",901113,"2013-02-01",10.89,3.15,12.87
"775",901111,"2013-02-01",14.78,3.24,16.805
"776",901114,"2013-02-01",14.31,5.49,31.76
"777",110602,"2013-02-01",25,7.5,37
"778",740301,"2013-02-01",10,2.02,13
"779",270802,"2013-02-01",6.8,1.11,6.8
"780",270301,"2013-02-01",4,0.43,4
"781",270103,"2013-02-01",38,10.48,65
"782",270607,"2013-02-01",26,5.3,36
"783",720712,"2013-02-01",9,1.34,12
"784",840703,"2013-02-01",26,8.66,40
"785",390101,"2013-02-01",0,0,0
"786",390412,"2013-02-01",0,0,0
"787",370202,"2013-02-01",0,0,0
"788",370201,"2013-02-01",12,0,0
"789",370302,"2013-02-01",0,0,0
"790",370303,"2013-02-01",0,0,0
"791",370402,"2013-02-01",0,0,0
"792",370401,"2013-02-01",0,0,0
"793",370503,"2013-02-01",0,0,0
"794",370506,"2013-02-01",0,0,0
"795",800120,"2013-01-01",45,7.89,60
"796",361403,"2012-12-01",0,0,0
"797",800703,"2012-12-01",8.75,1.905,20
"798",800705,"2012-12-01",11.25,2.555,30
"799",800708,"2012-11-01",9.375,2.3825,25
"800",630605,"2012-10-01",0,0,0
"801",800708,"2012-10-01",7.5,2.13,22.5
"802",800703,"2012-10-01",7.5,2.87,32.5
"803",800705,"2012-10-01",10,2.28,27.5
"804",940103,"2012-10-01",5,0.81,6
"805",940104,"2012-10-01",3,0.515,3
"806",810404,"2012-09-01",11.25,3.56,10
"807",810703,"2012-09-01",0,0,0
"808",800705,"2012-09-01",2.5,0.35,2.5
"809",801001,"2012-09-01",22,8.71,68
"810",800118,"2012-09-01",14.81,1.8,7.41
"811",950203,"2012-09-01",3,0.9,4
"812",950205,"2012-09-01",2,0.22,1
"813",950202,"2012-09-01",5,1.17,5
"814",950106,"2012-09-01",12,6.27,24
"815",950109,"2012-09-01",5,1.46,5
"816",810403,"2012-08-01",11.25,3.63,10
"817",810103,"2012-08-01",5,1.65,7
"818",710612,"2012-08-01",42,6.47,70
"819",710613,"2012-08-01",62,15.27,120
"820",710202,"2012-08-01",22,5.36,36
"821",860114,"2012-08-01",21.7,4.49,28.3
"822",500209,"2012-08-01",11,2.33,13
"823",500708,"2012-08-01",17,4.6,22
"824",500711,"2012-08-01",24,7.35,38
"825",730212,"2012-08-01",0,0,0
"826",730215,"2012-08-01",0,0,0
"827",730307,"2012-08-01",23,7.13,29
"828",730301,"2012-08-01",0,0,0
"829",730322,"2012-08-01",0,0,0
"830",730504,"2012-08-01",29.5,1.13,4.5
"831",730501,"2012-08-01",0,0,0
"832",730701,"2012-08-01",8.66666666666667,4.34333333333333,16.3333333333333
"833",730608,"2012-08-01",0.333333333333333,0.13,0.333333333333333
"834",800703,"2012-08-01",4.16666666666667,1.01,10.8333333333333
"835",800706,"2012-08-01",24.375,1.81,46.25
"836",800906,"2012-08-01",16,2.76,33
"837",802004,"2012-08-01",11.5,6.09,30
"838",802001,"2012-08-01",6.5,1.36,8
"839",800107,"2012-08-01",11,2.03,27
"840",210502,"2012-08-01",28,7.5,41
"841",700405,"2012-08-01",0,0,0
"842",700411,"2012-08-01",0,0,0
"843",700410,"2012-08-01",2,0.44,4
"844",700601,"2012-08-01",12,4.95,32
"845",700607,"2012-08-01",0,0,0
"846",700602,"2012-08-01",8,0.96,8
"847",510611,"2012-08-01",23,7.78,41
"848",510605,"2012-08-01",4,0.85,5
"849",740209,"2012-08-01",0,0,0
"850",740205,"2012-08-01",3,0.99,8
"851",740202,"2012-08-01",0,0,0
"852",740301,"2012-08-01",0,0,0
"853",740303,"2012-08-01",0,0,0
"854",740304,"2012-08-01",10,1.81,13
"855",720712,"2012-08-01",20,2.04,20
"856",361403,"2012-07-01",1,0.133333333333333,0.666666666666667
"857",800708,"2012-07-01",8,2.084,23
"858",800710,"2012-07-01",8,2.726,21.5
"859",801701,"2012-07-01",8.75,2.205,16.25
"860",801702,"2012-07-01",7.5,2.64,19.1666666666667
"861",801409,"2012-07-01",30,5.97,52.5
"862",930201,"2012-07-01",9,3.02,13
"863",930203,"2012-07-01",1,0.22,1
"864",930204,"2012-07-01",9,2.45,11
"865",930202,"2012-07-01",6,2.73,11
"866",930302,"2012-07-01",9,1.45,7
"867",930307,"2012-07-01",5,1.38,7
"868",930305,"2012-07-01",4,1.11,4
"869",930306,"2012-07-01",8,1.9,9
"870",930513,"2012-07-01",0,0,0
"871",930510,"2012-07-01",0,0,0
"872",930504,"2012-07-01",0,1.17,0
"873",930505,"2012-07-01",9,2.06,9
"874",901604,"2012-07-01",9.8,2.85,15.69
"875",901601,"2012-07-01",11.21,3.55,19.63
"876",901603,"2012-07-01",10,1.82,10
"877",901602,"2012-07-01",8.91,3.35,16.83
"878",120405,"2012-06-01",17.07,1.36,8.535
"879",120607,"2012-06-01",37.5,13.76,102.5
"880",210502,"2012-06-01",38,11.79,68
"881",900310,"2012-06-01",20.75,6.31,37.74
"882",900305,"2012-06-01",18.18,6.16,31.82
"883",810103,"2012-05-01",9,1.52,9
"884",710612,"2012-05-01",28,4.86,50
"885",710613,"2012-05-01",52,14.97,106
"886",710202,"2012-05-01",13,3.02,21
"887",361403,"2012-05-01",3,0.396666666666667,3.33333333333333
"888",860114,"2012-05-01",44.33,9.32,85.57
"889",500209,"2012-05-01",13,2.41,15
"890",500708,"2012-05-01",34,9.89,52
"891",500711,"2012-05-01",17,4.07,23
"892",260303,"2012-05-01",13.24,2.72,20.59
"893",801905,"2012-05-01",11.25,3.31,23.75
"894",800708,"2012-05-01",3.75,0.795,7.5
"895",800706,"2012-05-01",10.8333333333333,2.92,21.6666666666667
"896",800906,"2012-05-01",12,3.54,23
"897",802004,"2012-05-01",6.5,1.305,9.5
"898",802001,"2012-05-01",4,0.82,6.5
"899",800107,"2012-05-01",11,3.63,38
"900",130203,"2012-05-01",37.74,12.63,66.98
"901",700410,"2012-05-01",1,0.12,1
"902",700601,"2012-05-01",0,0,0
"903",700602,"2012-05-01",2,1.46,8
"904",510611,"2012-05-01",24,7.17,36
"905",510605,"2012-05-01",14,4.99,25
"906",740209,"2012-05-01",0,0,0
"907",740205,"2012-05-01",7,2.75,11
"908",740202,"2012-05-01",0,0,0
"909",740301,"2012-05-01",11,0,0
"910",740303,"2012-05-01",0,0,0
"911",740304,"2012-05-01",7,2.4,10
"912",270306,"2012-05-01",31.68,5.52,46.53
"913",720712,"2012-05-01",32,6.395,61
"914",430502,"2012-05-01",0,0,0
"915",430110,"2012-05-01",0,0,0
"916",411101,"2012-05-01",0,0,0
"917",411701,"2012-05-01",0,0,0
"918",411901,"2012-05-01",0,0,0
"919",410101,"2012-05-01",23,7.54,26
"920",410601,"2012-05-01",0,0,0
"921",810204,"2012-04-01",7.5,1.21,7.5
"922",360301,"2012-04-01",30,6.44,37.5
"923",360307,"2012-04-01",42.5,10.78,62.5
"924",360309,"2012-04-01",27.5,6.53,40
"925",360308,"2012-04-01",37.5,7.28,47.5
"926",361501,"2012-04-01",7.5,10.19,55
"927",360204,"2012-04-01",15,2.965,21.25
"928",360202,"2012-04-01",18.3333333333333,3.37333333333333,20.8333333333333
"929",360206,"2012-04-01",12.5,2.45,15
"930",360201,"2012-04-01",15,4.18,25
"931",360205,"2012-04-01",5,0.8,5
"932",360203,"2012-04-01",17.5,3.93,23.75
"933",361103,"2012-04-01",15,2.55,17.5
"934",361102,"2012-04-01",7.5,1.46,10
"935",361105,"2012-04-01",22.5,3.7,27.5
"936",360106,"2012-04-01",10,1.69,10
"937",360117,"2012-04-01",15,3.77,22.5
"938",360104,"2012-04-01",22.5,5.32,35
"939",360109,"2012-04-01",10,5.65,32.5
"940",360118,"2012-04-01",32.5,8.7,50
"941",360110,"2012-04-01",30,7.46,37.5
"942",360114,"2012-04-01",15,3.21,18.75
"943",360115,"2012-04-01",22.5,4.48,25
"944",360502,"2012-04-01",2.5,0.32,2.5
"945",801701,"2012-04-01",5,2.07,15
"946",801702,"2012-04-01",8.75,2.1075,15.625
"947",801409,"2012-04-01",42.5,5.8,62.5
"948",360303,"2012-03-01",40,9.86,52.5
"949",360304,"2012-03-01",27.5,5.71,35
"950",360306,"2012-03-01",27.5,4.18,27.5
"951",360302,"2012-03-01",27.5,5.69,30
"952",360305,"2012-03-01",27.5,5.76,27.5
"953",361503,"2012-03-01",14.1666666666667,3.74333333333333,20.8333333333333
"954",361502,"2012-03-01",26.25,6.24,33.75
"955",361504,"2012-03-01",30,7.56,45
"956",361104,"2012-03-01",12.5,1.77,13.75
"957",361101,"2012-03-01",12.5,2.17,15
"958",361102,"2012-03-01",17.5,2.31,20
"959",361011,"2012-03-01",10,1.88,15
"960",361006,"2012-03-01",17.5,4.59,25
"961",361009,"2012-03-01",12.5,2.22,12.5
"962",360106,"2012-03-01",7.5,1.34,7.5
"963",360107,"2012-03-01",23.75,6.53,38.75
"964",360119,"2012-03-01",20,4.31,27.5
"965",360113,"2012-03-01",17.5,4,27.5
"966",360116,"2012-03-01",22.5,3.95,25
"967",360105,"2012-03-01",15,3.31,22.5
"968",360108,"2012-03-01",15,3.13,17.5
"969",360103,"2012-03-01",12.5,1.99,10
"970",360102,"2012-03-01",2.5,0.42,2.5
"971",360111,"2012-03-01",55,13.17,67.5
"972",360112,"2012-03-01",20,3.51,20
"973",360508,"2012-03-01",5,3.54,27.5
"974",860114,"2012-03-01",35.19,7.59,61.11
"975",570501,"2012-03-01",4,0.68,4
"976",570101,"2012-03-01",0,0,0
"977",500206,"2012-03-01",30,5.84,38
"978",500209,"2012-03-01",25,5.18,27
"979",260303,"2012-03-01",34,6.45,59
"980",300202,"2012-03-01",13,2.94,18
"981",300208,"2012-03-01",3,0.63,4
"982",301005,"2012-03-01",28,4.51,44
"983",301009,"2012-03-01",33,4.98,50
"984",301008,"2012-03-01",18,3.06,27
"985",301007,"2012-03-01",23,3.38,33
"986",301214,"2012-03-01",13,2.35,20
"987",301215,"2012-03-01",8,1.13,8
"988",301203,"2012-03-01",12,1.97,14
"989",302102,"2012-03-01",11,2.89,16
"990",302103,"2012-03-01",6,1.2,10
"991",302106,"2012-03-01",38,9.81,53
"992",301504,"2012-03-01",6,1,7
"993",301501,"2012-03-01",10,1.7,12
"994",301506,"2012-03-01",34,0.94,6
"995",300119,"2012-03-01",42,13.95,59
"996",801502,"2012-03-01",37.5,6.56,72.5
"997",800710,"2012-03-01",10,3.25,25
"998",800709,"2012-03-01",9.16666666666667,2.74666666666667,21.6666666666667
"999",800703,"2012-03-01",7.5,2.36,17.5
"1000",800705,"2012-03-01",7.5,1.26,12.5
"1001",801701,"2012-03-01",7.5,1.75,12.5
"1002",801704,"2012-03-01",5,1.285,8.75
"1003",801702,"2012-03-01",5,1.37,10
"1004",801401,"2012-03-01",37.5,6.56,72.5
"1005",120204,"2012-03-01",28.08,16.9,77.9333333333333
"1006",120405,"2012-03-01",9.57333333333333,3.35,15.33
"1007",310127,"2012-03-01",29,7.65,46
"1008",310611,"2012-03-01",12,2.47,17
"1009",130203,"2012-03-01",60.8333333333333,17.8266666666667,105.833333333333
"1010",930903,"2012-03-01",2,0.79,4
"1011",930902,"2012-03-01",19,2.84,35
"1012",540104,"2012-03-01",5.71,11.25,41.9
"1013",540112,"2012-03-01",27.52,5.73,27.52
"1014",580201,"2012-03-01",0,0.0766666666666667,0.666666666666667
"1015",580304,"2012-03-01",0,0,0
"1016",110110,"2012-03-01",7.5,6.82,7.5
"1017",510611,"2012-03-01",24,11.36,41
"1018",510605,"2012-03-01",13,4.7,17
"1019",510108,"2012-03-01",6,1.18,6
"1020",510117,"2012-03-01",14,7.75,22
"1021",471802,"2012-03-01",30.69,8.77,44.55
"1022",470117,"2012-03-01",26,6.77,31
"1023",470814,"2012-03-01",29,7.52,34
"1024",471213,"2012-03-01",16,9.75,31
"1025",270306,"2012-03-01",0,0,0
"1026",810103,"2012-02-01",12,2.48,15
"1027",710612,"2012-02-01",38,7.37,64
"1028",710613,"2012-02-01",40,8.06,54
"1029",710202,"2012-02-01",17,3.14,21
"1030",361403,"2012-02-01",5,0.953333333333333,6.33333333333333
"1031",500708,"2012-02-01",10,3,12
"1032",500711,"2012-02-01",17,5.08,25
"1033",730212,"2012-02-01",0,0,0
"1034",730307,"2012-02-01",0,0,0
"1035",730301,"2012-02-01",0,0,0
"1036",730504,"2012-02-01",1.5,0.185,1.5
"1037",730501,"2012-02-01",0,0,0
"1038",730701,"2012-02-01",1,0.306666666666667,1.33333333333333
"1039",730601,"2012-02-01",0,0,0
"1040",730608,"2012-02-01",6,2.88,10
"1041",801503,"2012-02-01",75,40,195
"1042",800708,"2012-02-01",7.5,1.54,12.5
"1043",800705,"2012-02-01",7.5,2.38,18.75
"1044",800906,"2012-02-01",18,4.59,30
"1045",801701,"2012-02-01",5,4.83333333333333,34.1666666666667
"1046",801702,"2012-02-01",6.25,1.875,15
"1047",802004,"2012-02-01",8.5,1.37,9.5
"1048",802001,"2012-02-01",5,1.11,8.5
"1049",800107,"2012-02-01",18,3.65,53
"1050",140516,"2012-02-01",23.33,6.99,66.67
"1051",140615,"2012-02-01",18.3333333333333,4.68333333333333,27.5
"1052",140101,"2012-02-01",0,0,0
"1053",141205,"2012-02-01",15,4.22333333333333,21.6666666666667
"1054",141401,"2012-02-01",34.1666666666667,12.3066666666667,56.6666666666667
"1055",210502,"2012-02-01",23,7.73,43
"1056",700405,"2012-02-01",0,0,0
"1057",700411,"2012-02-01",0,0,0
"1058",700601,"2012-02-01",0,0,0
"1059",700607,"2012-02-01",0,0,0
"1060",700602,"2012-02-01",6,0.76,6
"1061",740209,"2012-02-01",0,0,0
"1062",740205,"2012-02-01",4,0.86,6
"1063",740202,"2012-02-01",0,0,0
"1064",740301,"2012-02-01",0,0,0
"1065",740303,"2012-02-01",0,0,0
"1066",740304,"2012-02-01",27,6.59,38
"1067",720712,"2012-02-01",5,1.025,10
"1068",430502,"2012-02-01",0,0,0
"1069",430110,"2012-02-01",0,0,0
"1070",410415,"2012-02-01",0,0,0
"1071",411101,"2012-02-01",0,0,0
"1072",411701,"2012-02-01",0,0,0
"1073",411901,"2012-02-01",0,0,0
"1074",410101,"2012-02-01",0,0,0
"1075",410601,"2012-02-01",0,0,0
"1076",810201,"2012-01-01",56.46,9.96,73.92
"1077",810601,"2012-01-01",5,0.79,6.25
"1078",810103,"2012-01-01",12.5,5.81,21.25
"1079",810504,"2012-01-01",10,1.8,10
"1080",630609,"2012-01-01",0,0,0
"1081",630606,"2012-01-01",12.5,2.85,20
"1082",630610,"2012-01-01",20,1.49,12.5
"1083",630608,"2012-01-01",10,0.54,5
"1084",801904,"2012-01-01",12.5,1.255,11.25
"1085",800404,"2012-01-01",32.5,7.5,61.25
"1086",800708,"2012-01-01",2.5,0.3,2.5
"1087",800710,"2012-01-01",11.875,3.645,33.75
"1088",800709,"2012-01-01",13.75,3.655,33.75
"1089",800705,"2012-01-01",8.33333333333333,1.81666666666667,19.1666666666667
"1090",802201,"2012-01-01",6.25,1.87,7.5
"1091",800613,"2012-01-01",6.25,1.645,12.5
"1092",801803,"2012-01-01",80,17.18,122.5
"1093",800906,"2012-01-01",57.5,13.94,242.5
"1094",800901,"2012-01-01",15,5.61,15
"1095",801105,"2012-01-01",36.25,16.53,77.5
"1096",801002,"2012-01-01",32.5,11.49,102.5
"1097",801701,"2012-01-01",20,2.075,18.75
"1098",800501,"2012-01-01",33.75,8.34,71.25
"1099",801409,"2012-01-01",70,23.68,147.5
"1100",310202,"2012-01-01",12,4.22,16
"1101",310204,"2012-01-01",9,2.38,10
"1102",312001,"2012-01-01",13,2.11,15
"1103",311504,"2012-01-01",39,5.53,56
"1104",310907,"2012-01-01",11,2.5,12
"1105",310910,"2012-01-01",12,2.33,12
"1106",310601,"2012-01-01",20,3.25,24
"1107",810304,"2011-12-01",6.25,1.325,6.25
"1108",810401,"2011-12-01",5,1.43,5
"1109",810701,"2011-12-01",10,16.67,7.5
"1110",810801,"2011-12-01",7.5,3.34,15
"1111",801502,"2011-12-01",21.25,5.695,27.5
"1112",802303,"2011-12-01",43.75,8.175,76.25
"1113",800701,"2011-12-01",2.5,1.78,10
"1114",800801,"2011-12-01",33.75,8.205,52.5
"1115",801210,"2011-12-01",15,1.62,16.25
"1116",800201,"2011-12-01",8.75,2.32,11.25
"1117",802004,"2011-12-01",3.75,1.625,6.25
"1118",800107,"2011-12-01",0,0,0
"1119",801301,"2011-12-01",10,1.215,10
"1120",800304,"2011-12-01",13.75,2.46,21.25
"1121",801409,"2011-12-01",50,9.325,38.75
"1122",801601,"2011-12-01",6.875,0.7725,8.75
"1123",800708,"2011-11-01",11.25,3.32,21.25
"1124",800703,"2011-11-01",15,4.36,30
"1125",800705,"2011-11-01",15,4.69,25
"1126",810702,"2011-10-01",2.5,0.39,2.5
"1127",810703,"2011-10-01",6.66666666666667,1.09,6.66666666666667
"1128",810701,"2011-10-01",2.5,0.38,2.5
"1129",800710,"2011-10-01",15,0.57,2.5
"1130",800703,"2011-10-01",12.5,4.07,30
"1131",800911,"2011-10-01",35,11.675,105
"1132",810401,"2011-09-01",8.33333333333333,1.98333333333333,8.33333333333333
"1133",810403,"2011-09-01",9.16666666666667,2.21666666666667,9.16666666666667
"1134",810405,"2011-09-01",8.75,2.11,8.75
"1135",810703,"2011-09-01",2.5,0.405,2.5
"1136",810701,"2011-09-01",5,0.75,5
"1137",800406,"2011-09-01",27.5,2.88,27.5
"1138",800404,"2011-09-01",40,4.195,40
"1139",800708,"2011-09-01",6.875,1.42,11.875
"1140",800710,"2011-09-01",9.17,2.11,15
"1141",800703,"2011-09-01",7.5,2,15
"1142",800706,"2011-09-01",8.75,2.02666666666667,16.25
"1143",800904,"2011-09-01",20,6.47333333333333,48.3333333333333
"1144",800909,"2011-09-01",17.5,4.43,22.5
"1145",800905,"2011-09-01",24.1666666666667,6.57666666666667,46.6666666666667
"1146",801701,"2011-09-01",12.5,3.46,25
"1147",801704,"2011-09-01",11.25,5.7175,42.5
"1148",801702,"2011-09-01",8.75,2.675,20
"1149",810115,"2011-08-01",4,1.09,4
"1150",810808,"2011-08-01",6,0.41,3
"1151",710612,"2011-08-01",42,8.45,84
"1152",710613,"2011-08-01",68,18.76,176
"1153",710202,"2011-08-01",30,5.68,50
"1154",730307,"2011-08-01",10,2.6,16
"1155",730701,"2011-08-01",4,4.62,29
"1156",730608,"2011-08-01",0,0,0
"1157",800404,"2011-08-01",7.5,3,25
"1158",800903,"2011-08-01",4,1.33,10
"1159",802004,"2011-08-01",6.43,0.72,3.57
"1160",800120,"2011-08-01",5,0.83,6
"1161",700405,"2011-08-01",0,0,0
"1162",700602,"2011-08-01",5,0.62,5
"1163",700504,"2011-08-01",28,3.75,36
"1164",700701,"2011-08-01",22,4.5,25
"1165",700103,"2011-08-01",0,0,0
"1166",740209,"2011-08-01",20,4.87,19
"1167",740304,"2011-08-01",2,0.35,2
"1168",720712,"2011-08-01",16,2.275,22
"1169",810403,"2011-07-01",10,2.4,10
"1170",810405,"2011-07-01",8.33333333333333,1.88,8.33333333333333
"1171",810703,"2011-07-01",2.5,0.945,1.25
"1172",810701,"2011-07-01",2.5,1.56,2.5
"1173",800409,"2011-07-01",18.75,2.26,18.75
"1174",800913,"2011-07-01",27.5,11.66,100
"1175",800911,"2011-07-01",40,12.53,140
"1176",800906,"2011-07-01",30,6.65,62.5
"1177",800910,"2011-07-01",40,11.5,122.5
"1178",801701,"2011-07-01",12.5,1.77,12.5
"1179",801704,"2011-07-01",15,2.395,16.25
"1180",801702,"2011-07-01",15,2.265,16.25
"1181",800502,"2011-07-01",18.75,2.185,18.75
"1182",120404,"2011-07-01",31.7475,9.1925,45.2
"1183",840808,"2011-06-01",23.5,8.655,37
"1184",810405,"2011-05-01",7.5,1.85,7.5
"1185",810701,"2011-05-01",2.5,0.4,2.5
"1186",810808,"2011-05-01",0,0,0
"1187",103001,"2011-05-01",0,0,0
"1188",710612,"2011-05-01",46,7.63,78
"1189",710613,"2011-05-01",70,17.19,152
"1190",710202,"2011-05-01",32,6.73,55
"1191",730307,"2011-05-01",26,6.63,64
"1192",730701,"2011-05-01",24,11.53,80
"1193",730101,"2011-05-01",6,1.65666666666667,8.33333333333333
"1194",730608,"2011-05-01",4,4.17,10
"1195",800416,"2011-05-01",47.5,13.54,77.5
"1196",800401,"2011-05-01",30,13.9,65
"1197",800404,"2011-05-01",18.75,2.26,18.75
"1198",800405,"2011-05-01",35,15.79,75
"1199",800409,"2011-05-01",21.25,2.47,21.25
"1200",800710,"2011-05-01",8.75,2.335,18.75
"1201",800709,"2011-05-01",15,3.41,32.5
"1202",800703,"2011-05-01",12.5,4.07,30
"1203",800705,"2011-05-01",12.5,3.2,22.5
"1204",800903,"2011-05-01",4,1.03,8
"1205",801101,"2011-05-01",32.5,14.1,80
"1206",802004,"2011-05-01",6.43,0.72,3.57
"1207",800501,"2011-05-01",32.5,17.06,72.5
"1208",800120,"2011-05-01",5,0.77,6
"1209",120404,"2011-05-01",28.045,13.435,49.405
"1210",120402,"2011-05-01",16.765,10.26,27.39
"1211",120304,"2011-05-01",12.77,1.49,4.26
"1212",120601,"2011-05-01",0,0,0
"1213",130101,"2011-05-01",0,0,0
"1214",140605,"2011-05-01",16.67,3.27,40
"1215",140106,"2011-05-01",19.7,4.96,54.55
"1216",700401,"2011-05-01",0,0,0
"1217",700602,"2011-05-01",5,0.69,5
"1218",700501,"2011-05-01",5,0.16,1
"1219",700708,"2011-05-01",5,1.31,6
"1220",700103,"2011-05-01",0,0,0
"1221",740209,"2011-05-01",20,6.65,28
"1222",740304,"2011-05-01",0,0,0
"1223",720712,"2011-05-01",31,5.23,60
"1224",810204,"2011-04-01",0,0,0
"1225",810403,"2011-04-01",7.5,18.615,53.75
"1226",810404,"2011-04-01",10,2.42,10
"1227",810405,"2011-04-01",10,2.115,8.75
"1228",800406,"2011-04-01",27.5,5.94,47.5
"1229",800404,"2011-04-01",30,3.95,32.5
"1230",800708,"2011-04-01",10,2.515,18.75
"1231",800702,"2011-04-01",15,3.1,22.5
"1232",800706,"2011-04-01",12.5,3.405,22.5
"1233",801701,"2011-04-01",12.5,3.53,27.5
"1234",801704,"2011-04-01",17.5,8.93,75
"1235",801702,"2011-04-01",14.1666666666667,4.03666666666667,32.5
"1236",810201,"2011-03-01",8.75,1.275,8.75
"1237",810405,"2011-03-01",7.5,1.69,7.5
"1238",810106,"2011-03-01",5,0.83,5
"1239",810115,"2011-03-01",11.6666666666667,4.20333333333333,15.5566666666667
"1240",810703,"2011-03-01",5,0.86,5
"1241",810701,"2011-03-01",2.5,0.44,2.5
"1242",810502,"2011-03-01",6.25,1.105,6.25
"1243",810501,"2011-03-01",12.5,2.1,12.5
"1244",730102,"2011-03-01",29,8.23,49
"1245",800404,"2011-03-01",25,2.92,24.375
"1246",800710,"2011-03-01",15,4.25,27.5
"1247",800705,"2011-03-01",20,7.41,55
"1248",801701,"2011-03-01",11.875,2.44,21.875
"1249",801702,"2011-03-01",0,0,0
"1250",140605,"2011-03-01",7.5,6.86,43.33
"1251",810115,"2011-02-01",5,2.4,6.67
"1252",810808,"2011-02-01",0,0,0
"1253",710612,"2011-02-01",66,17.63,134
"1254",710613,"2011-02-01",80,29.51,206
"1255",710202,"2011-02-01",50,11.19,79
"1256",730307,"2011-02-01",13,0,0
"1257",730701,"2011-02-01",32,10.77,89
"1258",800404,"2011-02-01",16.875,2.915,16.875
"1259",800913,"2011-02-01",30,3.36,27.5
"1260",800909,"2011-02-01",15,2.33,17.5
"1261",800905,"2011-02-01",20,2.91,22.5
"1262",800906,"2011-02-01",25,2.77,25
"1263",700405,"2011-02-01",0,0,0
"1264",700602,"2011-02-01",1,0.13,1
"1265",700504,"2011-02-01",3,0.41,3
"1266",700708,"2011-02-01",2,0.45,3
"1267",700103,"2011-02-01",0,0,0
"1268",740209,"2011-02-01",17,7.54,23
"1269",740304,"2011-02-01",0,0,0
"1270",720712,"2011-02-01",39,7.71,80
"1271",730608,"2011-01-01",9,4.68,16
