"","addrcode","date","hi","ci","bi"
"1766","800406","2011-04-01",27.5,5.94,47.5
"1767","800404","2011-04-01",32.5,3.38,32.5
"1768","800404","2011-04-01",22.5,3.61,30
"1769","800404","2011-04-01",35,4.86,35
"1770","800708","2011-04-01",12.5,3.16,25
"1771","800708","2011-04-01",7.5,1.87,12.5
"1772","800702","2011-04-01",15,3.1,22.5
"1773","800706","2011-04-01",15,3.45,22.5
"1774","800706","2011-04-01",10,3.36,22.5
"1775","801701","2011-04-01",12.5,3.53,27.5
"1776","801704","2011-04-01",17.5,8.93,75
"1777","801702","2011-04-01",12.5,4.08,32.5
"1778","801702","2011-04-01",12.5,3.67,30
"1779","801702","2011-04-01",17.5,4.36,35
"1780","810201","2011-03-01",10,1.44,10
"1781","810201","2011-03-01",7.5,1.11,7.5
"1782","810405","2011-03-01",7.5,1.69,7.5
"1783","810106","2011-03-01",5,0.83,5
"1784","810115","2011-03-01",15,5.23,20
"1785","810115","2011-03-01",5,2.15,6.67
"1786","810115","2011-03-01",15,5.23,20
"1787","810703","2011-03-01",5,0.86,5
"1788","810701","2011-03-01",2.5,0.44,2.5
"1789","810502","2011-03-01",7.5,1.52,7.5
"1790","810502","2011-03-01",5,0.69,5
"1791","810501","2011-03-01",12.5,2.1,12.5
"1792","730102","2011-03-01",17,4.58,26
"1793","730102","2011-03-01",28,8.26,46
"1794","730102","2011-03-01",42,11.85,75
"1795","800404","2011-03-01",20,2.54,20
"1796","800404","2011-03-01",22.5,2.1,20
"1797","800404","2011-03-01",27.5,3.67,27.5
"1798","800404","2011-03-01",30,3.37,30
"1799","800710","2011-03-01",15,4.25,27.5
"1800","800705","2011-03-01",20,7.41,55
"1801","801701","2011-03-01",10,2.41,20
"1802","801701","2011-03-01",10,2.33,20
"1803","801701","2011-03-01",15,2.84,27.5
"1804","801701","2011-03-01",12.5,2.18,20
"1805","801702","2011-03-01",0,0,0
"1806","140605","2011-03-01",7.5,6.86,43.33
"1807","810115","2011-02-01",5,2.4,6.67
"1808","810808","2011-02-01",0,0,0
"1809","810808","2011-02-01",0,0,0
"1810","710612","2011-02-01",66,17.63,134
"1811","710613","2011-02-01",80,29.51,206
"1812","710202","2011-02-01",50,11.19,79
"1813","730307","2011-02-01",13,0,0
"1814","730701","2011-02-01",32,10.77,89
"1815","800404","2011-02-01",15,3.06,15
"1816","800404","2011-02-01",17.5,2.86,17.5
"1817","800404","2011-02-01",22.5,3.35,22.5
"1818","800404","2011-02-01",12.5,2.39,12.5
"1819","800913","2011-02-01",30,3.36,27.5
"1820","800909","2011-02-01",15,2.33,17.5
"1821","800905","2011-02-01",20,2.91,22.5
"1822","800906","2011-02-01",25,2.77,25
"1823","700405","2011-02-01",0,0,0
"1824","700602","2011-02-01",1,0.13,1
"1825","700504","2011-02-01",3,0.41,3
"1826","700708","2011-02-01",2,0.45,3
"1827","700103","2011-02-01",0,0,0
"1828","740209","2011-02-01",17,7.54,23
"1829","740304","2011-02-01",0,0,0
"1830","720712","2011-02-01",66,13.39,146
"1831","720712","2011-02-01",12,2.03,14
"1832","730608","2011-01-01",9,4.68,16
