"","addrcode","date","hi","ci","bi"
"1155","361403","2012-12-01",0,0,0
"1156","361403","2012-12-01",0,0,0
"1157","361403","2012-12-01",0,0,0
"1158","800703","2012-12-01",10,2.14,22.5
"1159","800703","2012-12-01",7.5,1.67,17.5
"1160","800705","2012-12-01",12.5,2.94,32.5
"1161","800705","2012-12-01",10,2.17,27.5
"1162","800708","2012-11-01",5,1.46,15
"1163","800708","2012-11-01",10,2.7,27.5
"1164","800708","2012-11-01",15,3.53,35
"1165","800708","2012-11-01",7.5,1.84,22.5
"1166","630605","2012-10-01",0,0,0
"1167","800708","2012-10-01",7.5,2.13,22.5
"1168","800703","2012-10-01",7.5,2.87,32.5
"1169","800705","2012-10-01",10,2.28,27.5
"1170","940103","2012-10-01",5,0.81,6
"1171","940104","2012-10-01",0,0,0
"1172","940104","2012-10-01",6,1.03,6
"1173","810404","2012-09-01",10,3.7,10
"1174","810404","2012-09-01",12.5,3.42,10
"1175","810703","2012-09-01",0,0,0
"1176","810703","2012-09-01",0,0,0
"1177","800705","2012-09-01",2.5,0.35,2.5
"1178","801001","2012-09-01",22,8.71,68
"1179","800118","2012-09-01",14.81,1.8,7.41
"1180","950203","2012-09-01",3,0.9,4
"1181","950205","2012-09-01",2,0.22,1
"1182","950202","2012-09-01",5,1.17,5
"1183","950106","2012-09-01",12,6.27,24
"1184","950109","2012-09-01",5,1.46,5
"1185","810403","2012-08-01",10,3.81,10
"1186","810403","2012-08-01",12.5,3.45,10
"1187","810103","2012-08-01",5,1.65,7
"1188","710612","2012-08-01",42,6.47,70
"1189","710613","2012-08-01",62,15.27,120
"1190","710202","2012-08-01",22,5.36,36
"1191","860114","2012-08-01",21.7,4.49,28.3
"1192","500209","2012-08-01",11,2.33,13
"1193","500708","2012-08-01",17,4.6,22
"1194","500711","2012-08-01",24,7.35,38
"1195","730212","2012-08-01",0,0,0
"1196","730212","2012-08-01",0,0,0
"1197","730215","2012-08-01",0,0,0
"1198","730307","2012-08-01",23,7.13,29
"1199","730301","2012-08-01",0,0,0
"1200","730322","2012-08-01",0,0,0
"1201","730504","2012-08-01",0,0,0
"1202","730504","2012-08-01",59,2.26,9
"1203","730501","2012-08-01",0,0,0
"1204","730701","2012-08-01",0,0,0
"1205","730701","2012-08-01",26,13.03,49
"1206","730701","2012-08-01",0,0,0
"1207","730608","2012-08-01",0,0,0
"1208","730608","2012-08-01",0,0,0
"1209","730608","2012-08-01",1,0.39,1
"1210","800703","2012-08-01",2.5,0.23,2.5
"1211","800703","2012-08-01",5,1.52,17.5
"1212","800703","2012-08-01",5,1.28,12.5
"1213","800706","2012-08-01",7.5,2.16,15
"1214","800706","2012-08-01",10,2.23,15
"1215","800706","2012-08-01",75,2.15,150
"1216","800706","2012-08-01",5,0.7,5
"1217","800906","2012-08-01",16,2.76,33
"1218","802004","2012-08-01",11,5.83,28
"1219","802004","2012-08-01",12,6.35,32
"1220","802001","2012-08-01",8,1.78,10
"1221","802001","2012-08-01",5,0.94,6
"1222","800107","2012-08-01",11,2.03,27
"1223","210502","2012-08-01",28,7.5,41
"1224","700405","2012-08-01",0,0,0
"1225","700411","2012-08-01",0,0,0
"1226","700410","2012-08-01",2,0.44,4
"1227","700601","2012-08-01",12,4.95,32
"1228","700607","2012-08-01",0,0,0
"1229","700602","2012-08-01",8,0.96,8
"1230","510611","2012-08-01",23,7.78,41
"1231","510605","2012-08-01",4,0.85,5
"1232","740209","2012-08-01",0,0,0
"1233","740205","2012-08-01",3,0.99,8
"1234","740202","2012-08-01",0,0,0
"1235","740301","2012-08-01",0,0,0
"1236","740303","2012-08-01",0,0,0
"1237","740304","2012-08-01",10,1.81,13
"1238","720712","2012-08-01",22,1.95,22
"1239","720712","2012-08-01",18,2.13,18
"1240","361403","2012-07-01",0,0,0
"1241","361403","2012-07-01",0,0,0
"1242","361403","2012-07-01",3,0.4,2
"1243","800708","2012-07-01",10,2.49,25
"1244","800708","2012-07-01",5,1.65,17.5
"1245","800708","2012-07-01",7.5,1.77,20
"1246","800708","2012-07-01",7.5,2.34,25
"1247","800708","2012-07-01",10,2.17,27.5
"1248","800710","2012-07-01",5,2.02,15
"1249","800710","2012-07-01",10,2.63,22.5
"1250","800710","2012-07-01",7.5,2.59,20
"1251","800710","2012-07-01",10,4.1,32.5
"1252","800710","2012-07-01",7.5,2.29,17.5
"1253","801701","2012-07-01",10,2.73,20
"1254","801701","2012-07-01",7.5,1.68,12.5
"1255","801702","2012-07-01",5,1.7,12.5
"1256","801702","2012-07-01",7.5,2.8,20
"1257","801702","2012-07-01",10,3.42,25
"1258","801409","2012-07-01",30,5.97,52.5
"1259","930201","2012-07-01",9,3.02,13
"1260","930203","2012-07-01",1,0.22,1
"1261","930204","2012-07-01",9,2.45,11
"1262","930202","2012-07-01",6,2.73,11
"1263","930302","2012-07-01",9,1.45,7
"1264","930307","2012-07-01",5,1.38,7
"1265","930305","2012-07-01",4,1.11,4
"1266","930306","2012-07-01",8,1.9,9
"1267","930513","2012-07-01",0,0,0
"1268","930510","2012-07-01",0,0,0
"1269","930504","2012-07-01",0,1.17,0
"1270","930505","2012-07-01",9,2.06,9
"1271","901604","2012-07-01",9.8,2.85,15.69
"1272","901601","2012-07-01",11.21,3.55,19.63
"1273","901603","2012-07-01",10,1.82,10
"1274","901602","2012-07-01",8.91,3.35,16.83
"1275","120405","2012-06-01",17.07,0,0
"1276","120405","2012-06-01",17.07,2.72,17.07
"1277","120607","2012-06-01",75,27.52,205
"1278","120607","2012-06-01",0,0,0
"1279","210502","2012-06-01",38,11.79,68
"1280","900310","2012-06-01",20.75,6.31,37.74
"1281","900305","2012-06-01",18.18,6.16,31.82
"1282","810103","2012-05-01",9,1.52,9
"1283","710612","2012-05-01",28,4.86,50
"1284","710613","2012-05-01",52,14.97,106
"1285","710202","2012-05-01",13,3.02,21
"1286","361403","2012-05-01",0,0,0
"1287","361403","2012-05-01",0,0,0
"1288","361403","2012-05-01",9,1.19,10
"1289","860114","2012-05-01",44.33,9.32,85.57
"1290","500209","2012-05-01",13,2.41,15
"1291","500708","2012-05-01",34,9.89,52
"1292","500711","2012-05-01",17,4.07,23
"1293","260303","2012-05-01",13.24,2.72,20.59
"1294","801905","2012-05-01",12.5,3.83,27.5
"1295","801905","2012-05-01",10,2.79,20
"1296","800708","2012-05-01",7.5,1.59,15
"1297","800708","2012-05-01",0,0,0
"1298","800706","2012-05-01",15,3.86,27.5
"1299","800706","2012-05-01",7.5,2.02,15
"1300","800706","2012-05-01",10,2.88,22.5
"1301","800906","2012-05-01",12,3.54,23
"1302","802004","2012-05-01",6,1.1,8
"1303","802004","2012-05-01",7,1.51,11
"1304","802001","2012-05-01",3,0.59,4
"1305","802001","2012-05-01",5,1.05,9
"1306","800107","2012-05-01",11,3.63,38
"1307","130203","2012-05-01",37.74,12.63,66.98
"1308","700410","2012-05-01",1,0.12,1
"1309","700601","2012-05-01",0,0,0
"1310","700602","2012-05-01",2,1.46,8
"1311","510611","2012-05-01",24,7.17,36
"1312","510605","2012-05-01",14,4.99,25
"1313","740209","2012-05-01",0,0,0
"1314","740205","2012-05-01",7,2.75,11
"1315","740202","2012-05-01",0,0,0
"1316","740301","2012-05-01",11,0,0
"1317","740303","2012-05-01",0,0,0
"1318","740304","2012-05-01",7,2.4,10
"1319","270306","2012-05-01",31.68,5.52,46.53
"1320","720712","2012-05-01",52,10.58,102
"1321","720712","2012-05-01",12,2.21,20
"1322","430502","2012-05-01",0,0,0
"1323","430110","2012-05-01",0,0,0
"1324","411101","2012-05-01",0,0,0
"1325","411701","2012-05-01",0,0,0
"1326","411901","2012-05-01",0,0,0
"1327","410101","2012-05-01",23,7.54,26
"1328","410601","2012-05-01",0,0,0
"1329","810204","2012-04-01",7.5,1.21,7.5
"1330","360301","2012-04-01",30,6.44,37.5
"1331","360307","2012-04-01",42.5,10.78,62.5
"1332","360309","2012-04-01",27.5,6.53,40
"1333","360308","2012-04-01",37.5,7.28,47.5
"1334","361501","2012-04-01",7.5,10.19,55
"1335","360204","2012-04-01",12.5,2.32,17.5
"1336","360204","2012-04-01",17.5,3.61,25
"1337","360202","2012-04-01",17.5,3.2,20
"1338","360202","2012-04-01",17.5,3.09,20
"1339","360202","2012-04-01",20,3.83,22.5
"1340","360206","2012-04-01",12.5,2.45,15
"1341","360201","2012-04-01",15,4.18,25
"1342","360205","2012-04-01",5,0.8,5
"1343","360203","2012-04-01",22.5,4.55,27.5
"1344","360203","2012-04-01",12.5,3.31,20
"1345","361103","2012-04-01",15,2.55,17.5
"1346","361102","2012-04-01",7.5,1.46,10
"1347","361105","2012-04-01",22.5,3.7,27.5
"1348","360106","2012-04-01",10,1.69,10
"1349","360117","2012-04-01",15,3.77,22.5
"1350","360104","2012-04-01",22.5,5.32,35
"1351","360109","2012-04-01",10,5.65,32.5
"1352","360118","2012-04-01",32.5,8.7,50
"1353","360110","2012-04-01",30,7.46,37.5
"1354","360114","2012-04-01",10,2.44,15
"1355","360114","2012-04-01",20,3.98,22.5
"1356","360115","2012-04-01",22.5,4.48,25
"1357","360502","2012-04-01",2.5,0.32,2.5
"1358","801701","2012-04-01",5,2.07,15
"1359","801702","2012-04-01",7.5,0,0
"1360","801702","2012-04-01",7.5,2.55,17.5
"1361","801702","2012-04-01",10,2.69,20
"1362","801702","2012-04-01",10,3.19,25
"1363","801409","2012-04-01",42.5,5.8,62.5
"1364","360303","2012-03-01",40,9.86,52.5
"1365","360304","2012-03-01",27.5,5.71,35
"1366","360306","2012-03-01",27.5,4.18,27.5
"1367","360302","2012-03-01",27.5,5.69,30
"1368","360305","2012-03-01",27.5,5.76,27.5
"1369","361503","2012-03-01",15,3.62,20
"1370","361503","2012-03-01",17.5,4.55,25
"1371","361503","2012-03-01",10,3.06,17.5
"1372","361502","2012-03-01",12.5,3.56,20
"1373","361502","2012-03-01",40,8.92,47.5
"1374","361504","2012-03-01",30,7.56,45
"1375","361104","2012-03-01",22.5,3.25,25
"1376","361104","2012-03-01",2.5,0.29,2.5
"1377","361101","2012-03-01",12.5,2.17,15
"1378","361102","2012-03-01",17.5,2.31,20
"1379","361011","2012-03-01",10,1.88,15
"1380","361006","2012-03-01",17.5,4.59,25
"1381","361009","2012-03-01",12.5,2.22,12.5
"1382","360106","2012-03-01",7.5,1.34,7.5
"1383","360107","2012-03-01",30,8.82,52.5
"1384","360107","2012-03-01",17.5,4.24,25
"1385","360119","2012-03-01",20,4.31,27.5
"1386","360113","2012-03-01",17.5,4,27.5
"1387","360116","2012-03-01",22.5,3.95,25
"1388","360105","2012-03-01",15,3.31,22.5
"1389","360108","2012-03-01",15,3.13,17.5
"1390","360103","2012-03-01",12.5,1.99,10
"1391","360102","2012-03-01",2.5,0.42,2.5
"1392","360111","2012-03-01",55,13.17,67.5
"1393","360112","2012-03-01",20,3.51,20
"1394","360508","2012-03-01",5,3.54,27.5
"1395","860114","2012-03-01",35.19,7.59,61.11
"1396","570501","2012-03-01",4,0.68,4
"1397","570101","2012-03-01",0,0,0
"1398","500206","2012-03-01",30,5.84,38
"1399","500209","2012-03-01",25,5.18,27
"1400","260303","2012-03-01",34,6.45,59
"1401","300202","2012-03-01",13,2.94,18
"1402","300208","2012-03-01",3,0.63,4
"1403","301005","2012-03-01",28,4.51,44
"1404","301009","2012-03-01",33,4.98,50
"1405","301008","2012-03-01",18,3.06,27
"1406","301007","2012-03-01",23,3.38,33
"1407","301214","2012-03-01",13,2.35,20
"1408","301215","2012-03-01",8,1.13,8
"1409","301203","2012-03-01",12,1.97,14
"1410","302102","2012-03-01",11,2.89,16
"1411","302103","2012-03-01",6,1.2,10
"1412","302106","2012-03-01",38,9.81,53
"1413","301504","2012-03-01",6,1,7
"1414","301501","2012-03-01",10,1.7,12
"1415","301506","2012-03-01",34,0.94,6
"1416","300119","2012-03-01",42,13.95,59
"1417","801502","2012-03-01",37.5,6.56,72.5
"1418","800710","2012-03-01",10,3.25,25
"1419","800709","2012-03-01",10,2.8,22.5
"1420","800709","2012-03-01",5,1.53,12.5
"1421","800709","2012-03-01",12.5,3.91,30
"1422","800703","2012-03-01",7.5,2.36,17.5
"1423","800705","2012-03-01",7.5,1.26,12.5
"1424","801701","2012-03-01",7.5,1.75,12.5
"1425","801704","2012-03-01",5,1.05,7.5
"1426","801704","2012-03-01",5,1.52,10
"1427","801702","2012-03-01",7.5,2.39,17.5
"1428","801702","2012-03-01",2.5,0.35,2.5
"1429","801401","2012-03-01",37.5,6.56,72.5
"1430","120204","2012-03-01",24,22.64,96
"1431","120204","2012-03-01",26.09,9.79,50
"1432","120204","2012-03-01",34.15,18.27,87.8
"1433","120405","2012-03-01",11.9,1.79,11.9
"1434","120405","2012-03-01",6.82,2.48,9.09
"1435","120405","2012-03-01",10,5.78,25
"1436","310127","2012-03-01",29,7.65,46
"1437","310611","2012-03-01",12,2.47,17
"1438","130203","2012-03-01",80,25.45,142.5
"1439","130203","2012-03-01",27.5,6.88,37.5
"1440","130203","2012-03-01",75,21.15,137.5
"1441","930903","2012-03-01",2,0.79,4
"1442","930902","2012-03-01",19,2.84,35
"1443","540104","2012-03-01",5.71,11.25,41.9
"1444","540112","2012-03-01",27.52,5.73,27.52
"1445","580201","2012-03-01",0,0.23,2
"1446","580201","2012-03-01",0,0,0
"1447","580201","2012-03-01",0,0,0
"1448","580304","2012-03-01",0,0,0
"1449","580304","2012-03-01",0,0,0
"1450","110110","2012-03-01",7.5,6.82,7.5
"1451","510611","2012-03-01",24,11.36,41
"1452","510605","2012-03-01",13,4.7,17
"1453","510108","2012-03-01",6,1.18,6
"1454","510117","2012-03-01",14,7.75,22
"1455","471802","2012-03-01",30.69,8.77,44.55
"1456","470117","2012-03-01",26,6.77,31
"1457","470814","2012-03-01",29,7.52,34
"1458","471213","2012-03-01",16,9.75,31
"1459","270306","2012-03-01",0,0,0
"1460","810103","2012-02-01",12,2.48,15
"1461","710612","2012-02-01",38,7.37,64
"1462","710613","2012-02-01",40,8.06,54
"1463","710202","2012-02-01",17,3.14,21
"1464","361403","2012-02-01",0,0,0
"1465","361403","2012-02-01",0,0,0
"1466","361403","2012-02-01",15,2.86,19
"1467","500708","2012-02-01",10,3,12
"1468","500711","2012-02-01",17,5.08,25
"1469","730212","2012-02-01",0,0,0
"1470","730212","2012-02-01",0,0,0
"1471","730212","2012-02-01",0,0,0
"1472","730307","2012-02-01",0,0,0
"1473","730301","2012-02-01",0,0,0
"1474","730301","2012-02-01",0,0,0
"1475","730504","2012-02-01",3,0.37,3
"1476","730504","2012-02-01",0,0,0
"1477","730501","2012-02-01",0,0,0
"1478","730701","2012-02-01",0,0,0
"1479","730701","2012-02-01",3,0.92,4
"1480","730701","2012-02-01",0,0,0
"1481","730601","2012-02-01",0,0,0
"1482","730608","2012-02-01",6,2.88,10
"1483","801503","2012-02-01",75,40,195
"1484","800708","2012-02-01",7.5,1.54,12.5
"1485","800705","2012-02-01",10,2.95,22.5
"1486","800705","2012-02-01",5,1.81,15
"1487","800906","2012-02-01",18,4.59,30
"1488","801701","2012-02-01",5,10.7,72.5
"1489","801701","2012-02-01",7.5,2.88,22.5
"1490","801701","2012-02-01",2.5,0.92,7.5
"1491","801702","2012-02-01",5,1.62,12.5
"1492","801702","2012-02-01",7.5,2.13,17.5
"1493","802004","2012-02-01",8,1.16,8
"1494","802004","2012-02-01",9,1.58,11
"1495","802001","2012-02-01",4,0.68,4
"1496","802001","2012-02-01",6,1.54,13
"1497","800107","2012-02-01",18,3.65,53
"1498","140516","2012-02-01",23.33,6.99,66.67
"1499","140615","2012-02-01",10,2.61,15
"1500","140615","2012-02-01",20,6.18,27.5
"1501","140615","2012-02-01",25,5.26,40
"1502","140101","2012-02-01",0,0,0
"1503","141205","2012-02-01",12.5,3.7,15
"1504","141205","2012-02-01",0,0,0
"1505","141205","2012-02-01",32.5,8.97,50
"1506","141401","2012-02-01",35,15.03,57.5
"1507","141401","2012-02-01",25,8.61,32.5
"1508","141401","2012-02-01",42.5,13.28,80
"1509","210502","2012-02-01",23,7.73,43
"1510","700405","2012-02-01",0,0,0
"1511","700411","2012-02-01",0,0,0
"1512","700601","2012-02-01",0,0,0
"1513","700607","2012-02-01",0,0,0
"1514","700602","2012-02-01",6,0.76,6
"1515","740209","2012-02-01",0,0,0
"1516","740205","2012-02-01",4,0.86,6
"1517","740202","2012-02-01",0,0,0
"1518","740301","2012-02-01",0,0,0
"1519","740303","2012-02-01",0,0,0
"1520","740304","2012-02-01",27,6.59,38
"1521","720712","2012-02-01",4,0.64,6
"1522","720712","2012-02-01",6,1.41,14
"1523","430502","2012-02-01",0,0,0
"1524","430110","2012-02-01",0,0,0
"1525","410415","2012-02-01",0,0,0
"1526","411101","2012-02-01",0,0,0
"1527","411701","2012-02-01",0,0,0
"1528","411901","2012-02-01",0,0,0
"1529","410101","2012-02-01",0,0,0
"1530","410601","2012-02-01",0,0,0
"1531","810201","2012-01-01",56.82,10.97,79.55
"1532","810201","2012-01-01",56.1,8.95,68.29
"1533","810601","2012-01-01",10,1.58,12.5
"1534","810601","2012-01-01",0,0,0
"1535","810103","2012-01-01",10,2.99,12.5
"1536","810103","2012-01-01",15,8.63,30
"1537","810504","2012-01-01",10,2.4,12.5
"1538","810504","2012-01-01",10,1.2,7.5
"1539","630609","2012-01-01",0,0,0
"1540","630606","2012-01-01",12.5,2.85,20
"1541","630610","2012-01-01",20,1.49,12.5
"1542","630608","2012-01-01",10,0.54,5
"1543","801904","2012-01-01",17.5,1.52,17.5
"1544","801904","2012-01-01",7.5,0.99,5
"1545","800404","2012-01-01",30,7.51,65
"1546","800404","2012-01-01",35,7.49,57.5
"1547","800708","2012-01-01",2.5,0.3,2.5
"1548","800710","2012-01-01",12.5,3.87,32.5
"1549","800710","2012-01-01",7.5,2.86,22.5
"1550","800710","2012-01-01",17.5,4.37,50
"1551","800710","2012-01-01",10,3.48,30
"1552","800709","2012-01-01",12.5,3.14,27.5
"1553","800709","2012-01-01",15,4.17,40
"1554","800705","2012-01-01",2.5,0.23,2.5
"1555","800705","2012-01-01",15,3.56,35
"1556","800705","2012-01-01",7.5,1.66,20
"1557","802201","2012-01-01",10,2.76,10
"1558","802201","2012-01-01",2.5,0.98,5
"1559","800613","2012-01-01",2.5,1.38,7.5
"1560","800613","2012-01-01",10,1.91,17.5
"1561","801803","2012-01-01",92.5,24.24,140
"1562","801803","2012-01-01",67.5,10.12,105
"1563","800906","2012-01-01",57.5,13.94,242.5
"1564","800901","2012-01-01",15,5.61,15
"1565","801105","2012-01-01",15,19.19,47.5
"1566","801105","2012-01-01",57.5,13.87,107.5
"1567","801002","2012-01-01",47.5,16.48,185
"1568","801002","2012-01-01",17.5,6.5,20
"1569","801701","2012-01-01",17.5,2.08,17.5
"1570","801701","2012-01-01",22.5,2.07,20
"1571","800501","2012-01-01",32.5,7.95,65
"1572","800501","2012-01-01",35,8.73,77.5
"1573","801409","2012-01-01",75,16.11,145
"1574","801409","2012-01-01",65,31.25,150
"1575","310202","2012-01-01",12,4.22,16
"1576","310204","2012-01-01",9,2.38,10
"1577","312001","2012-01-01",13,2.11,15
"1578","311504","2012-01-01",39,5.53,56
"1579","310907","2012-01-01",11,2.5,12
"1580","310910","2012-01-01",12,2.33,12
"1581","310601","2012-01-01",20,3.25,24
"1582","810304","2011-12-01",10,1.99,10
"1583","810304","2011-12-01",2.5,0.66,2.5
"1584","810401","2011-12-01",5,1.32,5
"1585","810401","2011-12-01",5,1.54,5
"1586","810701","2011-12-01",10,16.67,7.5
"1587","810801","2011-12-01",7.5,3.45,17.5
"1588","810801","2011-12-01",7.5,3.23,12.5
"1589","801502","2011-12-01",15,5.56,25
"1590","801502","2011-12-01",27.5,5.83,30
"1591","802303","2011-12-01",7.5,1.38,5
"1592","802303","2011-12-01",80,14.97,147.5
"1593","800701","2011-12-01",2.5,1.78,10
"1594","800801","2011-12-01",15,0,0
"1595","800801","2011-12-01",52.5,16.41,105
"1596","801210","2011-12-01",30,3.24,32.5
"1597","801210","2011-12-01",0,0,0
"1598","800201","2011-12-01",0,0,0
"1599","800201","2011-12-01",17.5,4.64,22.5
"1600","802004","2011-12-01",0,0,0
"1601","802004","2011-12-01",7.5,3.25,12.5
"1602","800107","2011-12-01",0,0,0
"1603","801301","2011-12-01",5,0.82,5
"1604","801301","2011-12-01",15,1.61,15
"1605","800304","2011-12-01",25,3.65,37.5
"1606","800304","2011-12-01",2.5,1.27,5
"1607","801409","2011-12-01",47.5,14.67,55
"1608","801409","2011-12-01",52.5,3.98,22.5
"1609","801601","2011-12-01",0,0,0
"1610","801601","2011-12-01",17.5,2.83,32.5
"1611","801601","2011-12-01",10,0.26,2.5
"1612","801601","2011-12-01",0,0,0
"1613","800708","2011-11-01",10,2.83,20
"1614","800708","2011-11-01",12.5,3.81,22.5
"1615","800703","2011-11-01",15,4.36,30
"1616","800705","2011-11-01",15,4.69,25
"1617","810702","2011-10-01",2.5,0.39,2.5
"1618","810703","2011-10-01",5,0.83,5
"1619","810703","2011-10-01",10,1.62,10
"1620","810703","2011-10-01",5,0.82,5
"1621","810701","2011-10-01",2.5,0.38,2.5
"1622","800710","2011-10-01",15,0.57,2.5
"1623","800703","2011-10-01",12.5,4.07,30
"1624","800911","2011-10-01",32.5,12.04,97.5
"1625","800911","2011-10-01",37.5,11.31,112.5
"1626","810401","2011-09-01",7.5,1.81,7.5
"1627","810401","2011-09-01",10,2.38,10
"1628","810401","2011-09-01",7.5,1.76,7.5
"1629","810403","2011-09-01",10,2.37,10
"1630","810403","2011-09-01",10,2.5,10
"1631","810403","2011-09-01",7.5,1.78,7.5
"1632","810405","2011-09-01",7.5,1.81,7.5
"1633","810405","2011-09-01",10,2.41,10
"1634","810703","2011-09-01",0,0,0
"1635","810703","2011-09-01",5,0.81,5
"1636","810701","2011-09-01",5,0.75,5
"1637","800406","2011-09-01",30,3.01,30
"1638","800406","2011-09-01",25,2.75,25
"1639","800404","2011-09-01",42.5,4.16,42.5
"1640","800404","2011-09-01",37.5,4.23,37.5
"1641","800708","2011-09-01",7.5,1.61,13.75
"1642","800708","2011-09-01",6.25,1.23,10
"1643","800710","2011-09-01",9.17,2.11,15
"1644","800703","2011-09-01",7.5,2,15
"1645","800706","2011-09-01",7.5,1.72,13.75
"1646","800706","2011-09-01",8.75,1.89,15
"1647","800706","2011-09-01",10,2.47,20
"1648","800904","2011-09-01",17.5,7.2,65
"1649","800904","2011-09-01",20,3.77,20
"1650","800904","2011-09-01",22.5,8.45,60
"1651","800909","2011-09-01",17.5,4.43,22.5
"1652","800905","2011-09-01",22.5,4.11,22.5
"1653","800905","2011-09-01",22.5,4.76,22.5
"1654","800905","2011-09-01",27.5,10.86,95
"1655","801701","2011-09-01",12.5,3.46,25
"1656","801704","2011-09-01",10,3.72,27.5
"1657","801704","2011-09-01",12.5,13.44,102.5
"1658","801704","2011-09-01",10,2.33,15
"1659","801704","2011-09-01",12.5,3.38,25
"1660","801702","2011-09-01",7.5,2.65,20
"1661","801702","2011-09-01",10,2.7,20
"1662","801702","2011-09-01",7.5,2.65,20
"1663","801702","2011-09-01",10,2.7,20
"1664","810115","2011-08-01",4,1.09,4
"1665","810808","2011-08-01",6,0.41,3
"1666","710612","2011-08-01",42,8.45,84
"1667","710613","2011-08-01",68,18.76,176
"1668","710202","2011-08-01",30,5.68,50
"1669","730307","2011-08-01",10,2.6,16
"1670","730701","2011-08-01",4,4.62,29
"1671","730608","2011-08-01",0,0,0
"1672","800404","2011-08-01",7.5,3,25
"1673","800903","2011-08-01",4,1.33,10
"1674","802004","2011-08-01",6.43,0.72,3.57
"1675","800120","2011-08-01",5,0.83,6
"1676","700405","2011-08-01",0,0,0
"1677","700602","2011-08-01",5,0.62,5
"1678","700504","2011-08-01",28,3.75,36
"1679","700701","2011-08-01",22,4.5,25
"1680","700103","2011-08-01",0,0,0
"1681","740209","2011-08-01",20,4.87,19
"1682","740304","2011-08-01",2,0.35,2
"1683","720712","2011-08-01",18,2.52,24
"1684","720712","2011-08-01",14,2.03,20
"1685","810403","2011-07-01",10,2.4,10
"1686","810405","2011-07-01",7.5,1.66,7.5
"1687","810405","2011-07-01",7.5,1.79,7.5
"1688","810405","2011-07-01",10,2.19,10
"1689","810703","2011-07-01",2.5,0,0
"1690","810703","2011-07-01",2.5,1.89,2.5
"1691","810701","2011-07-01",2.5,1.56,2.5
"1692","800409","2011-07-01",17.5,2.2,17.5
"1693","800409","2011-07-01",20,2.32,20
"1694","800913","2011-07-01",27.5,11.66,100
"1695","800911","2011-07-01",40,12.53,140
"1696","800906","2011-07-01",30,6.65,62.5
"1697","800910","2011-07-01",40,11.5,122.5
"1698","801701","2011-07-01",12.5,1.77,12.5
"1699","801704","2011-07-01",15,2.58,17.5
"1700","801704","2011-07-01",15,2.21,15
"1701","801702","2011-07-01",12.5,2.03,15
"1702","801702","2011-07-01",17.5,2.5,17.5
"1703","800502","2011-07-01",20,2.37,20
"1704","800502","2011-07-01",17.5,2,17.5
"1705","120404","2011-07-01",32.5,11.49,75
"1706","120404","2011-07-01",34.15,12.41,43.9
"1707","120404","2011-07-01",26.19,12.87,61.9
"1708","120404","2011-07-01",34.15,0,0
"1709","840808","2011-06-01",26,9.23,42
"1710","840808","2011-06-01",21,8.08,32
"1711","810405","2011-05-01",7.5,1.85,7.5
"1712","810701","2011-05-01",2.5,0.4,2.5
"1713","810808","2011-05-01",0,0,0
"1714","103001","2011-05-01",0,0,0
"1715","710612","2011-05-01",46,7.63,78
"1716","710613","2011-05-01",70,17.19,152
"1717","710202","2011-05-01",32,6.73,55
"1718","730307","2011-05-01",26,6.63,64
"1719","730701","2011-05-01",24,11.53,80
"1720","730101","2011-05-01",4,1.39,8
"1721","730101","2011-05-01",8,2.01,10
"1722","730101","2011-05-01",6,1.57,7
"1723","730608","2011-05-01",4,4.17,10
"1724","800416","2011-05-01",47.5,13.54,77.5
"1725","800401","2011-05-01",30,13.9,65
"1726","800404","2011-05-01",17.5,2.2,17.5
"1727","800404","2011-05-01",20,2.32,20
"1728","800405","2011-05-01",35,15.79,75
"1729","800409","2011-05-01",22.5,2.57,22.5
"1730","800409","2011-05-01",20,2.37,20
"1731","800710","2011-05-01",10,2.8,22.5
"1732","800710","2011-05-01",7.5,1.87,15
"1733","800709","2011-05-01",15,3.41,32.5
"1734","800703","2011-05-01",12.5,4.07,30
"1735","800705","2011-05-01",12.5,3.2,22.5
"1736","800903","2011-05-01",4,1.03,8
"1737","801101","2011-05-01",32.5,14.1,80
"1738","802004","2011-05-01",6.43,0.72,3.57
"1739","800501","2011-05-01",32.5,17.06,72.5
"1740","800120","2011-05-01",5,0.77,6
"1741","120404","2011-05-01",11.65,11.52,12.14
"1742","120404","2011-05-01",44.44,15.35,86.67
"1743","120402","2011-05-01",9.62,10.38,9.13
"1744","120402","2011-05-01",23.91,10.14,45.65
"1745","120304","2011-05-01",12.77,1.49,4.26
"1746","120601","2011-05-01",0,0,0
"1747","130101","2011-05-01",0,0,0
"1748","130101","2011-05-01",0,0,0
"1749","140605","2011-05-01",16.67,3.27,40
"1750","140106","2011-05-01",19.7,4.96,54.55
"1751","700401","2011-05-01",0,0,0
"1752","700602","2011-05-01",5,0.69,5
"1753","700501","2011-05-01",5,0.16,1
"1754","700708","2011-05-01",5,1.31,6
"1755","700103","2011-05-01",0,0,0
"1756","740209","2011-05-01",20,6.65,28
"1757","740304","2011-05-01",0,0,0
"1758","720712","2011-05-01",44,6.73,82
"1759","720712","2011-05-01",18,3.73,38
"1760","810204","2011-04-01",0,0,0
"1761","810403","2011-04-01",7.5,1.89,7.5
"1762","810403","2011-04-01",7.5,35.34,100
"1763","810404","2011-04-01",10,2.42,10
"1764","810405","2011-04-01",10,1.78,7.5
"1765","810405","2011-04-01",10,2.45,10
