,addrcode,actual,predicted,residual
0,810103,0.736380198,0.7291243559999999,0.007255842000000068
1,810105,0.9738212940000001,1.0206545390000001,0.04683324500000008
2,810106,1.1133082429999999,0.96766915,0.1456390929999999
3,810111,0.9975482090000001,0.972196695,0.02535151400000002
4,810115,1.007534915,0.891162307,0.11637260799999993
5,810116,1.342258942,1.250152104,0.09210683799999986
6,810117,0.663211318,0.701974179,0.03876286100000004
7,810118,0.896220683,1.07519685,0.17897616699999996
8,810201,0.384115015,0.313556934,0.070558081
9,810202,0.121874039,0.122108421,0.00023438199999999132
10,810203,0.119518254,0.12182325599999999,0.0023050019999999866
11,810204,0.266615102,0.331945057,0.065329955
12,810205,0.084766445,0.070776313,0.013990132000000002
13,810206,0.09285620800000001,0.053471064000000006,0.039385144000000004
14,810303,0.500422744,0.5242433639999999,0.02382061999999996
15,810304,0.402166619,0.47180434200000004,0.06963772300000004
16,810305,0.327214489,0.357600387,0.030385898000000022
17,810401,0.791957737,0.781215717,0.010742020000000019
18,810402,0.509204009,0.536483689,0.02727968000000003
19,810403,1.6506450940000001,1.6903118330000002,0.03966673900000006
20,810404,0.324383908,0.341906539,0.01752263100000001
21,810405,0.573790295,0.560175593,0.013614702000000034
22,810406,0.315375299,0.31776159600000004,0.002386297000000037
23,810407,0.45823713200000005,0.441633093,0.01660403900000007
24,810501,0.356208429,0.320315244,0.035893184999999994
25,810503,0.22603497399999997,0.263881149,0.03784617500000001
26,810504,0.461686041,0.427234894,0.034451147000000015
27,810505,0.58083789,0.55039232,0.030445569999999922
28,810506,1.50868407,1.8358653390000002,0.3271812690000002
29,810507,0.19543590800000002,0.197519533,0.002083624999999978
30,810508,0.204745615,0.180487545,0.024258069999999993
31,810509,0.337003636,0.27956075,0.05744288599999997
32,810601,0.24042028899999998,0.247002427,0.006582138000000015
33,810602,0.09096363,0.082545177,0.008418453000000006
34,810603,0.271008132,0.21148900199999998,0.05951913000000003
35,810604,0.18259295399999997,0.184076097,0.00148314300000002
36,810701,0.410330342,0.396878733,0.013451609000000031
37,810702,0.29068561800000003,0.341273375,0.050587756999999955
38,810703,3.179310212,3.263170793,0.08386058100000016
39,810704,0.13795538400000001,0.12214592699999999,0.015809457000000027
40,810801,0.49096985600000004,0.539195199,0.048225342999999976
41,810803,0.181095061,0.193375276,0.012280215000000011
42,810804,0.14029820199999998,0.163173757,0.02287555500000002
43,810805,0.15118932599999999,0.130295029,0.02089429699999998
44,810806,0.070996272,0.062371527,0.008624744999999996
45,810807,0.14357783,0.118304934,0.02527289599999999
46,810808,0.115031038,0.11874257099999999,0.003711532999999989
