,addrcode,actual,predicted,residual
68,800809,0.566409052,0.582004834,0.015595782000000002
69,800810,0.441660366,0.567326704,0.12566633799999993
70,800811,0.369053866,0.356571953,0.012481913000000011
71,800813,0.325164477,0.351512289,0.02634781199999997
72,800901,0.24751394300000001,0.307469166,0.059955223
73,800902,0.309770901,0.34848225200000005,0.03871135100000006
74,800903,0.327387117,0.380766547,0.053379430000000005
75,800904,0.239766267,0.253555906,0.013789638999999992
76,800905,0.20603835199999998,0.229068962,0.023030610000000007
77,800906,0.25179593699999997,0.251177731,0.0006182059999999545
78,800907,0.277277648,0.28616823,0.008890582000000036
79,800908,0.215396518,0.24688651600000003,0.03148999800000002
80,800909,0.300342336,0.35373977100000004,0.05339743500000005
81,800910,0.227262364,0.160450714,0.06681165
82,800911,0.37794194200000003,0.411858434,0.033916491999999965
83,800912,0.388804472,0.426776824,0.03797235199999999
84,800913,0.295996783,0.30069599,0.0046992070000000385
85,801001,0.571345851,0.6377533879999999,0.0664075369999999
86,801002,0.492730877,0.46086263899999996,0.03186823800000005
87,801003,0.636400944,0.634782495,0.0016184490000000773
88,801101,0.245234532,0.24603147399999997,0.0007969419999999672
89,801102,0.080123202,0.08798369800000001,0.007860496000000008
90,801103,0.141936301,0.14670091,0.004764609000000003
91,801104,0.278499614,0.246904613,0.03159500100000001
92,801105,0.257085384,0.286475767,0.02939038300000002
93,801106,0.08299287,0.086500504,0.0035076340000000095
94,801107,0.19347241199999998,0.183899277,0.009573134999999983
95,801202,0.052568322,0.059643141,0.007074818999999996
96,801203,0.18733535699999998,0.143732746,0.043602610999999986
97,801204,0.09085803,0.068695286,0.022162744000000012
98,801205,0.26975593,0.20022855,0.06952737999999997
99,801206,0.096594641,0.09377331800000001,0.0028213229999999867
100,801207,0.190964857,0.19385469600000002,0.002889839000000033
101,801208,0.17555420800000002,0.21970857600000002,0.044154368
102,801209,0.375227318,0.41130144799999996,0.03607412999999998
103,801210,0.232795263,0.22562834,0.007166922999999992
104,801211,0.316616293,0.358135336,0.04151904300000003
105,801212,0.136523743,0.17909278,0.042569037000000004
106,801213,0.096259297,0.074238176,0.02202112099999999
107,801214,0.24232097800000002,0.295161746,0.05284076799999998
108,801215,0.16501059099999998,0.145082737,0.019927853999999995
109,801216,0.268542713,0.212738674,0.055804039
110,801217,0.015649454,-0.027369317999999997,0.043018772
111,801218,0.179837238,0.183863466,0.004026227999999993
112,801301,0.257369705,0.258889081,0.0015193760000000167
113,801303,0.24887130100000002,0.255631196,0.006759894999999988
114,801304,0.181120218,0.252060007,0.07093978899999998
115,801305,0.2918498,0.291212574,0.0006372259999999907
116,801306,0.257355767,0.30859014,0.051234373
117,801401,0.364458866,0.345201927,0.019256938999999973
118,801402,0.335414389,0.34615546399999997,0.010741074999999989
119,801403,0.444197141,0.430176929,0.014020212000000032
120,801404,0.308691865,0.329830222,0.021138356999999997
121,801405,0.43553473600000003,0.417870652,0.017664084000000024
122,801406,0.37480404799999995,0.42832638700000003,0.053522339000000085
123,801407,0.354426929,0.27504304399999996,0.07938388500000004
124,801408,0.400437845,0.414966713,0.014528867999999973
125,801409,0.328021106,0.360564211,0.03254310500000002
126,801501,0.501328888,0.495084195,0.006244692999999968
127,801502,0.316905386,0.281478295,0.03542709100000002
128,801601,0.265405303,0.294963078,0.02955777500000001
129,801602,0.35170009700000004,0.364227542,0.01252744499999997
130,801603,0.37433715,0.399849034,0.025511883999999985
131,801604,0.33385393399999996,0.319694056,0.014159877999999959
132,801605,0.331198719,0.273604397,0.057594321999999976
133,801606,0.073768193,0.056259245,0.017508947999999996
134,801607,0.05452980599999999,0.0029464720000000003,0.051583333999999995
135,801608,0.177955537,0.138836486,0.03911905099999999
136,801609,0.108007757,0.147552173,0.03954441600000001
137,801610,0.097332555,0.061228063,0.036104492
138,801611,0.422948713,0.405514903,0.017433809999999994
139,801701,0.376922146,0.367907796,0.009014350000000004
140,801702,0.463472951,0.460794721,0.0026782300000000037
141,801703,0.215270551,0.242435647,0.027165096
142,801704,0.270816383,0.281375537,0.010559154000000015
143,801801,0.130371356,0.142327229,0.011955873000000006
144,801802,0.183340505,0.150671102,0.032669402999999986
145,801803,0.151986822,0.18870214100000002,0.036715319000000024
146,801901,0.36754149700000005,0.46498414299999996,0.09744264599999991
147,801902,0.287378653,0.285253926,0.002124726999999993
148,801903,0.276413373,0.27404223899999997,0.0023711340000000525
149,801904,0.264177817,0.285874151,0.02169633400000004
150,801905,0.296141628,0.28891987,0.007221757999999967
151,801906,0.417738381,0.5096588089999999,0.09192042799999994
152,802001,0.48433164799999995,0.45927034299999997,0.025061304999999978
153,802002,0.396310464,0.36542356,0.030886903999999993
154,802003,0.421306687,0.36066176200000005,0.06064492499999996
155,802004,0.423416539,0.478305031,0.05488849200000001
156,802101,0.9586745179999999,0.8820686209999999,0.07660589699999998
157,802102,0.679792099,0.729027125,0.04923502599999996
158,802103,0.520806623,0.515706081,0.005100541999999986
159,802104,0.808809965,0.715039821,0.09377014400000006
160,802201,0.375014009,0.335666242,0.03934776699999998
161,802202,0.356693931,0.396814205,0.040120273999999956
162,802203,0.437738411,0.463928374,0.026189962999999983
163,802301,0.275574727,0.292169043,0.016594315999999998
164,802302,0.47383808899999996,0.514766765,0.040928676
165,802303,0.336704206,0.319955357,0.01674884900000001
166,802304,0.240489658,0.258456164,0.017966505999999993
