,addrcode,Week,Year,DF_1,DF_0,DF_wm1,DF_wm2,DF_wm3,DF_wm4,DF_wm5,DF_wm6,DFma_1,DFma_0,DFma_wm1,DFma_wm2,DFma_wm3,DFma_wm4,DFma_wm5,DFma_wm6,RF_wm6,LST_wm4,bin_pop9s,bowl_pop9s,bucket_pop9s,misc_short_pop9s,jar_pop9s,pottedplant_pop9s,tire_pop9s,misc_tall_pop9s,total_pop9s,bin,bowl,bucket,misc_short,jar,pottedplant,tire,misc_tall,total
0,8101,15,2014,0.116258792,0.348776376,0.58129396,0.232517584,0.930070337,0.116258792,0,0,0.58129396,0.58129396,0.319711678,0.523164564,0.465035168,0.319711678,0.261582282,0,0,4.8659375,0.147779576,0.025825557,1.720269045,0.03156457,0.119084513,1.281234576,0.390252861,0.010043272,3.72605397,0.129,0.023,1.502,0.028,0.104,1.118,0.341,0.009,3.253
1,8101,16,2014,1.278846713,0.116258792,0.348776376,0.58129396,0.232517584,0.930070337,0.116258792,0,0.639423356,0.58129396,0.58129396,0.319711678,0.523164564,0.465035168,0.319711678,0.261582282,0,4.825201613,0.147779576,0.025825557,1.720269045,0.03156457,0.119084513,1.281234576,0.390252861,0.010043272,3.72605397,0.129,0.023,1.502,0.028,0.104,1.118,0.341,0.009,3.253
2,8101,17,2014,0.58129396,1.278846713,0.116258792,0.348776376,0.58129396,0.232517584,0.930070337,0.116258792,1.104458525,0.639423356,0.58129396,0.58129396,0.319711678,0.523164564,0.465035168,0.319711678,0,4.647731855,0.147779576,0.025825557,1.720269045,0.03156457,0.119084513,1.281234576,0.390252861,0.010043272,3.72605397,0.129,0.023,1.502,0.028,0.104,1.118,0.341,0.009,3.253
3,8101,18,2014,0.58129396,0.58129396,1.278846713,0.116258792,0.348776376,0.58129396,0.232517584,0.930070337,1.075393827,1.104458525,0.639423356,0.58129396,0.58129396,0.319711678,0.523164564,0.465035168,0.000403289,4.523655914,0.147779576,0.025825557,1.720269045,0.03156457,0.119084513,1.281234576,0.390252861,0.010043272,3.72605397,0.129,0.023,1.502,0.028,0.104,1.118,0.341,0.009,3.253
4,8101,19,2014,1.976399465,0.58129396,0.58129396,1.278846713,0.116258792,0.348776376,0.58129396,0.232517584,1.540428995,1.075393827,1.104458525,0.639423356,0.58129396,0.58129396,0.319711678,0.523164564,0.0027078,4.420255376,0.147779576,0.025825557,1.720269045,0.03156457,0.119084513,1.281234576,0.390252861,0.010043272,3.72605397,0.129,0.023,1.502,0.028,0.104,1.118,0.341,0.009,3.253
5,8101,20,2014,1.162587921,1.976399465,0.58129396,0.58129396,1.278846713,0.116258792,0.348776376,0.58129396,1.831075975,1.540428995,1.075393827,1.104458525,0.639423356,0.58129396,0.58129396,0.319711678,0.107486202,4.277116935,0.147779576,0.025825557,1.720269045,0.03156457,0.119084513,1.281234576,0.390252861,0.010043272,3.72605397,0.129,0.023,1.502,0.028,0.104,1.118,0.341,0.009,3.253
6,8101,21,2014,2.441434633,1.162587921,1.976399465,0.58129396,0.58129396,1.278846713,0.116258792,0.348776376,1.860140673,1.831075975,1.540428995,1.075393827,1.104458525,0.639423356,0.58129396,0.58129396,0.245583982,4.257513441,0.147779576,0.025825557,1.720269045,0.03156457,0.119084513,1.281234576,0.390252861,0.010043272,3.72605397,0.129,0.023,1.502,0.028,0.104,1.118,0.341,0.009,3.253
7,8101,22,2014,1.743881881,2.441434633,1.162587921,1.976399465,0.58129396,0.58129396,1.278846713,0.116258792,2.237981747,1.860140673,1.831075975,1.540428995,1.075393827,1.104458525,0.639423356,0.58129396,0.557499453,4.323071237,0.147779576,0.025825557,1.720269045,0.03156457,0.119084513,1.281234576,0.390252861,0.010043272,3.72605397,0.129,0.023,1.502,0.028,0.104,1.118,0.341,0.009,3.253
8,8101,23,2014,2.092658257,1.743881881,2.441434633,1.162587921,1.976399465,0.58129396,0.58129396,1.278846713,2.208917049,2.237981747,1.860140673,1.831075975,1.540428995,1.075393827,1.104458525,0.639423356,0.455179195,4.282956989,0.147779576,0.025825557,1.720269045,0.03156457,0.119084513,1.281234576,0.390252861,0.010043272,3.72605397,0.129,0.023,1.502,0.028,0.104,1.118,0.341,0.009,3.253
9,8101,24,2014,2.673952218,2.092658257,1.743881881,2.441434633,1.162587921,1.976399465,0.58129396,0.58129396,2.267046445,2.208917049,2.237981747,1.860140673,1.831075975,1.540428995,1.075393827,1.104458525,0.303215944,4.328195565,0.147779576,0.025825557,1.720269045,0.03156457,0.119084513,1.281234576,0.390252861,0.010043272,3.72605397,0.129,0.023,1.502,0.028,0.104,1.118,0.341,0.009,3.253
