ID,TAM_NAME,Year,Month,Humidity,Rainfall,Temperature,Wind_Speed,subdist_ID
1,ท้องเนียน,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,801503
2,ควนทอง,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,801502
3,ขนอม,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,801501
4,สิชล,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,801401
5,สีขีด,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,801406
6,ทุ่งปรัง,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,801402
7,เขาน้อย,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,801408
8,ฉลอง,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,801403
9,เสาเภา,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,801404
10,เทพราช,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,801407
11,เปลี่ยน,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,801405
12,กลาย,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800802
13,ตลิ่งชัน,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800811
14,สระแก้ว,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800806
15,นบพิตำ,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,802101
16,ท่าขึ้น,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800803
17,นาเหรง,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,802104
18,กะหรอ,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,802103
19,ไทยบุรี,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800809
20,ท่าศาลา,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800801
21,หัวตะพาน,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800804
22,โพธิ์ทอง,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800813
23,โมคลาน,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800807
24,ทอนหงส์,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800204
25,ปากพูน,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800120
26,ดอนตะโก,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800810
27,อินคีรี,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800203
28,บ้านเกาะ,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800202
29,พรหมโลก,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800201
30,นาเรียง,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800205
31,ท่าซัก,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800121
32,ท่างิ้ว,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800116
33,นาทราย,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800108
34,นาเคียน,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800115
35,กำโลน,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800304
36,โพธิ์เสด็จ,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800118
37,กำแพงเซา,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800112
38,ท่าดี,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800303
39,เขาแก้ว,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800301
40,ลานสกา,2015,1,83.67741935,0.593548387,25.99354839,13.4516129,800302
41,ท้องเนียน,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,801503
42,ควนทอง,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,801502
43,ขนอม,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,801501
44,สิชล,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,801401
45,สีขีด,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,801406
46,ทุ่งปรัง,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,801402
47,เขาน้อย,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,801408
48,ฉลอง,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,801403
49,เสาเภา,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,801404
50,เทพราช,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,801407
51,เปลี่ยน,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,801405
52,กลาย,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800802
53,ตลิ่งชัน,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800811
54,สระแก้ว,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800806
55,นบพิตำ,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,802101
56,ท่าขึ้น,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800803
57,นาเหรง,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,802104
58,กะหรอ,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,802103
59,ไทยบุรี,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800809
60,ท่าศาลา,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800801
61,หัวตะพาน,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800804
62,โพธิ์ทอง,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800813
63,โมคลาน,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800807
64,ทอนหงส์,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800204
65,ปากพูน,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800120
66,ดอนตะโก,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800810
67,อินคีรี,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800203
68,บ้านเกาะ,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800202
69,พรหมโลก,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800201
70,นาเรียง,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800205
71,ท่าซัก,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800121
72,ท่างิ้ว,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800116
73,นาทราย,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800108
74,นาเคียน,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800115
75,กำโลน,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800304
76,โพธิ์เสด็จ,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800118
77,กำแพงเซา,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800112
78,ท่าดี,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800303
79,เขาแก้ว,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800301
80,ลานสกา,2016,1,84.77419355,0.94516129,27.08709677,13.83870968,800302
81,ท้องเนียน,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,801503
82,ควนทอง,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,801502
83,ขนอม,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,801501
84,สิชล,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,801401
85,สีขีด,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,801406
86,ทุ่งปรัง,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,801402
87,เขาน้อย,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,801408
88,ฉลอง,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,801403
89,เสาเภา,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,801404
90,เทพราช,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,801407
91,เปลี่ยน,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,801405
92,กลาย,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800802
93,ตลิ่งชัน,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800811
94,สระแก้ว,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800806
95,นบพิตำ,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,802101
96,ท่าขึ้น,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800803
97,นาเหรง,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,802104
98,กะหรอ,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,802103
99,ไทยบุรี,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800809
100,ท่าศาลา,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800801
101,หัวตะพาน,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800804
102,โพธิ์ทอง,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800813
103,โมคลาน,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800807
104,ทอนหงส์,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800204
105,ปากพูน,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800120
106,ดอนตะโก,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800810
107,อินคีรี,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800203
108,บ้านเกาะ,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800202
109,พรหมโลก,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800201
110,นาเรียง,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800205
111,ท่าซัก,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800121
112,ท่างิ้ว,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800116
113,นาทราย,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800108
114,นาเคียน,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800115
115,กำโลน,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800304
116,โพธิ์เสด็จ,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800118
117,กำแพงเซา,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800112
118,ท่าดี,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800303
119,เขาแก้ว,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800301
120,ลานสกา,2017,1,91.22580645,20.66129032,25.59032258,15.16129032,800302
121,ท้องเนียน,2018,1,88,7.309677419,26.1483871,13,801503
122,ควนทอง,2018,1,88,7.309677419,26.1483871,13,801502
123,ขนอม,2018,1,88,7.309677419,26.1483871,13,801501
124,สิชล,2018,1,88,7.309677419,26.1483871,13,801401
125,สีขีด,2018,1,88,7.309677419,26.1483871,13,801406
126,ทุ่งปรัง,2018,1,88,7.309677419,26.1483871,13,801402
127,เขาน้อย,2018,1,88,7.309677419,26.1483871,13,801408
128,ฉลอง,2018,1,88,7.309677419,26.1483871,13,801403
129,เสาเภา,2018,1,88,7.309677419,26.1483871,13,801404
130,เทพราช,2018,1,88,7.309677419,26.1483871,13,801407
131,เปลี่ยน,2018,1,88,7.309677419,26.1483871,13,801405
132,กลาย,2018,1,88,7.309677419,26.1483871,13,800802
133,ตลิ่งชัน,2018,1,88,7.309677419,26.1483871,13,800811
134,สระแก้ว,2018,1,88,7.309677419,26.1483871,13,800806
135,นบพิตำ,2018,1,88,7.309677419,26.1483871,13,802101
136,ท่าขึ้น,2018,1,88,7.309677419,26.1483871,13,800803
137,นาเหรง,2018,1,88,7.309677419,26.1483871,13,802104
138,กะหรอ,2018,1,88,7.309677419,26.1483871,13,802103
139,ไทยบุรี,2018,1,88,7.309677419,26.1483871,13,800809
140,ท่าศาลา,2018,1,88,7.309677419,26.1483871,13,800801
141,หัวตะพาน,2018,1,88,7.309677419,26.1483871,13,800804
142,โพธิ์ทอง,2018,1,88,7.309677419,26.1483871,13,800813
143,โมคลาน,2018,1,88,7.309677419,26.1483871,13,800807
144,ทอนหงส์,2018,1,88,7.309677419,26.1483871,13,800204
145,ปากพูน,2018,1,88,7.309677419,26.1483871,13,800120
146,ดอนตะโก,2018,1,88,7.309677419,26.1483871,13,800810
147,อินคีรี,2018,1,88,7.309677419,26.1483871,13,800203
148,บ้านเกาะ,2018,1,88,7.309677419,26.1483871,13,800202
149,พรหมโลก,2018,1,88,7.309677419,26.1483871,13,800201
150,นาเรียง,2018,1,88,7.309677419,26.1483871,13,800205
151,ท่าซัก,2018,1,88,7.309677419,26.1483871,13,800121
152,ท่างิ้ว,2018,1,88,7.309677419,26.1483871,13,800116
153,นาทราย,2018,1,88,7.309677419,26.1483871,13,800108
154,นาเคียน,2018,1,88,7.309677419,26.1483871,13,800115
155,กำโลน,2018,1,88,7.309677419,26.1483871,13,800304
156,โพธิ์เสด็จ,2018,1,88,7.309677419,26.1483871,13,800118
157,กำแพงเซา,2018,1,88,7.309677419,26.1483871,13,800112
158,ท่าดี,2018,1,88,7.309677419,26.1483871,13,800303
159,เขาแก้ว,2018,1,88,7.309677419,26.1483871,13,800301
160,ลานสกา,2018,1,88,7.309677419,26.1483871,13,800302
161,ท้องเนียน,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,801503
162,ควนทอง,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,801502
163,ขนอม,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,801501
164,สิชล,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,801401
165,สีขีด,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,801406
166,ทุ่งปรัง,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,801402
167,เขาน้อย,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,801408
168,ฉลอง,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,801403
169,เสาเภา,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,801404
170,เทพราช,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,801407
171,เปลี่ยน,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,801405
172,กลาย,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800802
173,ตลิ่งชัน,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800811
174,สระแก้ว,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800806
175,นบพิตำ,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,802101
176,ท่าขึ้น,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800803
177,นาเหรง,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,802104
178,กะหรอ,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,802103
179,ไทยบุรี,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800809
180,ท่าศาลา,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800801
181,หัวตะพาน,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800804
182,โพธิ์ทอง,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800813
183,โมคลาน,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800807
184,ทอนหงส์,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800204
185,ปากพูน,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800120
186,ดอนตะโก,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800810
187,อินคีรี,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800203
188,บ้านเกาะ,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800202
189,พรหมโลก,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800201
190,นาเรียง,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800205
191,ท่าซัก,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800121
192,ท่างิ้ว,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800116
193,นาทราย,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800108
194,นาเคียน,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800115
195,กำโลน,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800304
196,โพธิ์เสด็จ,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800118
197,กำแพงเซา,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800112
198,ท่าดี,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800303
199,เขาแก้ว,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800301
200,ลานสกา,2015,10,87.09677419,8.312903226,27.06774194,11.22580645,800302
201,ท้องเนียน,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,801503
202,ควนทอง,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,801502
203,ขนอม,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,801501
204,สิชล,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,801401
205,สีขีด,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,801406
206,ทุ่งปรัง,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,801402
207,เขาน้อย,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,801408
208,ฉลอง,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,801403
209,เสาเภา,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,801404
210,เทพราช,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,801407
211,เปลี่ยน,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,801405
212,กลาย,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800802
213,ตลิ่งชัน,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800811
214,สระแก้ว,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800806
215,นบพิตำ,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,802101
216,ท่าขึ้น,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800803
217,นาเหรง,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,802104
218,กะหรอ,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,802103
219,ไทยบุรี,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800809
220,ท่าศาลา,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800801
221,หัวตะพาน,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800804
222,โพธิ์ทอง,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800813
223,โมคลาน,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800807
224,ทอนหงส์,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800204
225,ปากพูน,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800120
226,ดอนตะโก,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800810
227,อินคีรี,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800203
228,บ้านเกาะ,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800202
229,พรหมโลก,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800201
230,นาเรียง,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800205
231,ท่าซัก,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800121
232,ท่างิ้ว,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800116
233,นาทราย,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800108
234,นาเคียน,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800115
235,กำโลน,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800304
236,โพธิ์เสด็จ,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800118
237,กำแพงเซา,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800112
238,ท่าดี,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800303
239,เขาแก้ว,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800301
240,ลานสกา,2016,10,86.58064516,4.887096774,27.28387097,13.06451613,800302
241,ท้องเนียน,2017,10,84.77419355,2.7,27.7,0,801503
242,ควนทอง,2017,10,84.77419355,2.7,27.7,0,801502
243,ขนอม,2017,10,84.77419355,2.7,27.7,0,801501
244,สิชล,2017,10,84.77419355,2.7,27.7,0,801401
245,สีขีด,2017,10,84.77419355,2.7,27.7,0,801406
246,ทุ่งปรัง,2017,10,84.77419355,2.7,27.7,0,801402
247,เขาน้อย,2017,10,84.77419355,2.7,27.7,0,801408
248,ฉลอง,2017,10,84.77419355,2.7,27.7,0,801403
249,เสาเภา,2017,10,84.77419355,2.7,27.7,0,801404
250,เทพราช,2017,10,84.77419355,2.7,27.7,0,801407
251,เปลี่ยน,2017,10,84.77419355,2.7,27.7,0,801405
252,กลาย,2017,10,84.77419355,2.7,27.7,0,800802
253,ตลิ่งชัน,2017,10,84.77419355,2.7,27.7,0,800811
254,สระแก้ว,2017,10,84.77419355,2.7,27.7,0,800806
255,นบพิตำ,2017,10,84.77419355,2.7,27.7,0,802101
256,ท่าขึ้น,2017,10,84.77419355,2.7,27.7,0,800803
257,นาเหรง,2017,10,84.77419355,2.7,27.7,0,802104
258,กะหรอ,2017,10,84.77419355,2.7,27.7,0,802103
259,ไทยบุรี,2017,10,84.77419355,2.7,27.7,0,800809
260,ท่าศาลา,2017,10,84.77419355,2.7,27.7,0,800801
261,หัวตะพาน,2017,10,84.77419355,2.7,27.7,0,800804
262,โพธิ์ทอง,2017,10,84.77419355,2.7,27.7,0,800813
263,โมคลาน,2017,10,84.77419355,2.7,27.7,0,800807
264,ทอนหงส์,2017,10,84.77419355,2.7,27.7,0,800204
265,ปากพูน,2017,10,84.77419355,2.7,27.7,0,800120
266,ดอนตะโก,2017,10,84.77419355,2.7,27.7,0,800810
267,อินคีรี,2017,10,84.77419355,2.7,27.7,0,800203
268,บ้านเกาะ,2017,10,84.77419355,2.7,27.7,0,800202
269,พรหมโลก,2017,10,84.77419355,2.7,27.7,0,800201
270,นาเรียง,2017,10,84.77419355,2.7,27.7,0,800205
271,ท่าซัก,2017,10,84.77419355,2.7,27.7,0,800121
272,ท่างิ้ว,2017,10,84.77419355,2.7,27.7,0,800116
273,นาทราย,2017,10,84.77419355,2.7,27.7,0,800108
274,นาเคียน,2017,10,84.77419355,2.7,27.7,0,800115
275,กำโลน,2017,10,84.77419355,2.7,27.7,0,800304
276,โพธิ์เสด็จ,2017,10,84.77419355,2.7,27.7,0,800118
277,กำแพงเซา,2017,10,84.77419355,2.7,27.7,0,800112
278,ท่าดี,2017,10,84.77419355,2.7,27.7,0,800303
279,เขาแก้ว,2017,10,84.77419355,2.7,27.7,0,800301
280,ลานสกา,2017,10,84.77419355,2.7,27.7,0,800302
281,ท้องเนียน,2015,11,90.6,10.31666667,26.48666667,13.56666667,801503
282,ควนทอง,2015,11,90.6,10.31666667,26.48666667,13.56666667,801502
283,ขนอม,2015,11,90.6,10.31666667,26.48666667,13.56666667,801501
284,สิชล,2015,11,90.6,10.31666667,26.48666667,13.56666667,801401
285,สีขีด,2015,11,90.6,10.31666667,26.48666667,13.56666667,801406
286,ทุ่งปรัง,2015,11,90.6,10.31666667,26.48666667,13.56666667,801402
287,เขาน้อย,2015,11,90.6,10.31666667,26.48666667,13.56666667,801408
288,ฉลอง,2015,11,90.6,10.31666667,26.48666667,13.56666667,801403
289,เสาเภา,2015,11,90.6,10.31666667,26.48666667,13.56666667,801404
290,เทพราช,2015,11,90.6,10.31666667,26.48666667,13.56666667,801407
291,เปลี่ยน,2015,11,90.6,10.31666667,26.48666667,13.56666667,801405
292,กลาย,2015,11,90.6,10.31666667,26.48666667,13.56666667,800802
293,ตลิ่งชัน,2015,11,90.6,10.31666667,26.48666667,13.56666667,800811
294,สระแก้ว,2015,11,90.6,10.31666667,26.48666667,13.56666667,800806
295,นบพิตำ,2015,11,90.6,10.31666667,26.48666667,13.56666667,802101
296,ท่าขึ้น,2015,11,90.6,10.31666667,26.48666667,13.56666667,800803
297,นาเหรง,2015,11,90.6,10.31666667,26.48666667,13.56666667,802104
298,กะหรอ,2015,11,90.6,10.31666667,26.48666667,13.56666667,802103
299,ไทยบุรี,2015,11,90.6,10.31666667,26.48666667,13.56666667,800809
300,ท่าศาลา,2015,11,90.6,10.31666667,26.48666667,13.56666667,800801
301,หัวตะพาน,2015,11,90.6,10.31666667,26.48666667,13.56666667,800804
302,โพธิ์ทอง,2015,11,90.6,10.31666667,26.48666667,13.56666667,800813
303,โมคลาน,2015,11,90.6,10.31666667,26.48666667,13.56666667,800807
304,ทอนหงส์,2015,11,90.6,10.31666667,26.48666667,13.56666667,800204
305,ปากพูน,2015,11,90.6,10.31666667,26.48666667,13.56666667,800120
306,ดอนตะโก,2015,11,90.6,10.31666667,26.48666667,13.56666667,800810
307,อินคีรี,2015,11,90.6,10.31666667,26.48666667,13.56666667,800203
308,บ้านเกาะ,2015,11,90.6,10.31666667,26.48666667,13.56666667,800202
309,พรหมโลก,2015,11,90.6,10.31666667,26.48666667,13.56666667,800201
310,นาเรียง,2015,11,90.6,10.31666667,26.48666667,13.56666667,800205
311,ท่าซัก,2015,11,90.6,10.31666667,26.48666667,13.56666667,800121
312,ท่างิ้ว,2015,11,90.6,10.31666667,26.48666667,13.56666667,800116
313,นาทราย,2015,11,90.6,10.31666667,26.48666667,13.56666667,800108
314,นาเคียน,2015,11,90.6,10.31666667,26.48666667,13.56666667,800115
315,กำโลน,2015,11,90.6,10.31666667,26.48666667,13.56666667,800304
316,โพธิ์เสด็จ,2015,11,90.6,10.31666667,26.48666667,13.56666667,800118
317,กำแพงเซา,2015,11,90.6,10.31666667,26.48666667,13.56666667,800112
318,ท่าดี,2015,11,90.6,10.31666667,26.48666667,13.56666667,800303
319,เขาแก้ว,2015,11,90.6,10.31666667,26.48666667,13.56666667,800301
320,ลานสกา,2015,11,90.6,10.31666667,26.48666667,13.56666667,800302
321,ท้องเนียน,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,801503
322,ควนทอง,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,801502
323,ขนอม,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,801501
324,สิชล,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,801401
325,สีขีด,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,801406
326,ทุ่งปรัง,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,801402
327,เขาน้อย,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,801408
328,ฉลอง,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,801403
329,เสาเภา,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,801404
330,เทพราช,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,801407
331,เปลี่ยน,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,801405
332,กลาย,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,800802
333,ตลิ่งชัน,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,800811
334,สระแก้ว,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,800806
335,นบพิตำ,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,802101
336,ท่าขึ้น,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,800803
337,นาเหรง,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,802104
338,กะหรอ,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,802103
339,ไทยบุรี,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,800809
340,ท่าศาลา,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,800801
341,หัวตะพาน,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,800804
342,โพธิ์ทอง,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,800813
343,โมคลาน,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,800807
344,ทอนหงส์,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,800204
345,ปากพูน,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,800120
346,ดอนตะโก,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,800810
347,อินคีรี,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,800203
348,บ้านเกาะ,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,800202
349,พรหมโลก,2016,11,89.76666667,5.423333333,27.11333333,11.46666667,800201
