"","Station_Code","Date","Location","Province","Humidity","Rainfall","Temperature","Wind_Speed","Year"
"781",552201,"27/3/2016","นครศรีธรรมราช","นครศรีธรรมราช",78,0,28.3,16,"2016"
"782",552201,"27/3/2017","นครศรีธรรมราช","นครศรีธรรมราช",81,2.5,28.1,19,"2017"
"783",552201,"27/3/2018","นครศรีธรรมราช","นครศรีธรรมราช",79,0,27.6,13,"2018"
"784",552201,"27/4/2015","นครศรีธรรมราช","นครศรีธรรมราช",81,0,28.9,15,"2015"
"785",552201,"27/4/2016","นครศรีธรรมราช","นครศรีธรรมราช",75,0,30.7,13,"2016"
"786",552201,"27/4/2017","นครศรีธรรมราช","นครศรีธรรมราช",79,0,28.5,12,"2017"
"787",552201,"27/4/2018","นครศรีธรรมราช","นครศรีธรรมราช",86,5.3,27.3,15,"2018"
"788",552201,"27/5/2015","นครศรีธรรมราช","นครศรีธรรมราช",79,0.5,28,18,"2015"
"789",552201,"27/5/2016","นครศรีธรรมราช","นครศรีธรรมราช",83,3,28.6,15,"2016"
"790",552201,"27/5/2017","นครศรีธรรมราช","นครศรีธรรมราช",82,0.5,28.3,0,"2017"
"791",552201,"27/6/2015","นครศรีธรรมราช","นครศรีธรรมราช",76,0,28.9,22,"2015"
"792",552201,"27/6/2016","นครศรีธรรมราช","นครศรีธรรมราช",76,0.2,29.7,11,"2016"
"793",552201,"27/6/2017","นครศรีธรรมราช","นครศรีธรรมราช",84,17.7,27.3,NA,"2017"
"794",552201,"27/7/2015","นครศรีธรรมราช","นครศรีธรรมราช",81,0,27.1,10,"2015"
"795",552201,"27/7/2016","นครศรีธรรมราช","นครศรีธรรมราช",86,22,27,21,"2016"
"796",552201,"27/7/2017","นครศรีธรรมราช","นครศรีธรรมราช",79,1,28.8,NA,"2017"
"797",552201,"27/8/2015","นครศรีธรรมราช","นครศรีธรรมราช",85,16.5,27.3,11,"2015"
"798",552201,"27/8/2016","นครศรีธรรมราช","นครศรีธรรมราช",85,11.2,27.9,13,"2016"
"799",552201,"27/8/2017","นครศรีธรรมราช","นครศรีธรรมราช",89,1.5,26.6,NA,"2017"
"800",552201,"27/9/2015","นครศรีธรรมราช","นครศรีธรรมราช",87,3.2,27.1,12,"2015"
"801",552201,"27/9/2016","นครศรีธรรมราช","นครศรีธรรมราช",80,0.2,28.5,10,"2016"
"802",552201,"27/9/2017","นครศรีธรรมราช","นครศรีธรรมราช",83,0,28.1,NA,"2017"
"803",552201,"28/1/2015","นครศรีธรรมราช","นครศรีธรรมราช",81,0,25.7,14,"2015"
"804",552201,"28/1/2016","นครศรีธรรมราช","นครศรีธรรมราช",92,10.2,26.1,13,"2016"
"805",552201,"28/1/2017","นครศรีธรรมราช","นครศรีธรรมราช",85,0,26.6,10,"2017"
"806",552201,"28/1/2018","นครศรีธรรมราช","นครศรีธรรมราช",87,0,26.7,13,"2018"
"807",552201,"28/10/2015","นครศรีธรรมราช","นครศรีธรรมราช",93,28.1,25.4,11,"2015"
"808",552201,"28/10/2016","นครศรีธรรมราช","นครศรีธรรมราช",88,60.8,27.2,14,"2016"
"809",552201,"28/10/2017","นครศรีธรรมราช","นครศรีธรรมราช",88,0,26.9,NA,"2017"
"810",552201,"28/11/2015","นครศรีธรรมราช","นครศรีธรรมราช",82,5.7,28.2,18,"2015"
"811",552201,"28/11/2016","นครศรีธรรมราช","นครศรีธรรมราช",86,16.8,27.8,13,"2016"
"812",552201,"28/11/2017","นครศรีธรรมราช","นครศรีธรรมราช",94,4.4,25.5,NA,"2017"
"813",552201,"28/12/2015","นครศรีธรรมราช","นครศรีธรรมราช",84,1.1,27,15,"2015"
"814",552201,"28/12/2016","นครศรีธรรมราช","นครศรีธรรมราช",82,0,26.4,18,"2016"
"815",552201,"28/12/2017","นครศรีธรรมราช","นครศรีธรรมราช",89,44.5,26.4,NA,"2017"
"816",552201,"28/2/2015","นครศรีธรรมราช","นครศรีธรรมราช",80,0,26.2,14,"2015"
"817",552201,"28/2/2016","นครศรีธรรมราช","นครศรีธรรมราช",93,46.5,25.5,21,"2016"
"818",552201,"28/2/2017","นครศรีธรรมราช","นครศรีธรรมราช",81,0.4,27.7,19,"2017"
"819",552201,"28/2/2018","นครศรีธรรมราช","นครศรีธรรมราช",82,0,27,16,"2018"
"820",552201,"28/3/2015","นครศรีธรรมราช","นครศรีธรรมราช",78,0,28.5,16,"2015"
"821",552201,"28/3/2016","นครศรีธรรมราช","นครศรีธรรมราช",77,0,28.7,20,"2016"
"822",552201,"28/3/2017","นครศรีธรรมราช","นครศรีธรรมราช",92,61.3,25.4,20,"2017"
"823",552201,"28/3/2018","นครศรีธรรมราช","นครศรีธรรมราช",80,0,28.3,14,"2018"
"824",552201,"28/4/2015","นครศรีธรรมราช","นครศรีธรรมราช",81,0,28.4,12,"2015"
"825",552201,"28/4/2016","นครศรีธรรมราช","นครศรีธรรมราช",80,0,31.1,16,"2016"
"826",552201,"28/4/2017","นครศรีธรรมราช","นครศรีธรรมราช",80,0.2,28.1,16,"2017"
"827",552201,"28/4/2018","นครศรีธรรมราช","นครศรีธรรมราช",80,1.4,28.8,17,"2018"
"828",552201,"28/5/2015","นครศรีธรรมราช","นครศรีธรรมราช",73,0,29,14,"2015"
"829",552201,"28/5/2016","นครศรีธรรมราช","นครศรีธรรมราช",85,7.3,27.7,13,"2016"
"830",552201,"28/5/2017","นครศรีธรรมราช","นครศรีธรรมราช",85,0.2,27.7,0,"2017"
"831",552201,"28/5/2018","นครศรีธรรมราช","นครศรีธรรมราช",88,0.6,30,0,"2018"
"832",552201,"28/6/2015","นครศรีธรรมราช","นครศรีธรรมราช",88,7.8,26.8,20,"2015"
"833",552201,"28/6/2016","นครศรีธรรมราช","นครศรีธรรมราช",77,0.8,29.2,8,"2016"
"834",552201,"28/6/2017","นครศรีธรรมราช","นครศรีธรรมราช",81,0.5,28.5,NA,"2017"
"835",552201,"28/7/2015","นครศรีธรรมราช","นครศรีธรรมราช",79,0,28.6,10,"2015"
"836",552201,"28/7/2016","นครศรีธรรมราช","นครศรีธรรมราช",91,9.8,26.1,14,"2016"
"837",552201,"28/7/2017","นครศรีธรรมราช","นครศรีธรรมราช",75,0,29.3,NA,"2017"
"838",552201,"28/8/2015","นครศรีธรรมราช","นครศรีธรรมราช",86,0,27,10,"2015"
"839",552201,"28/8/2016","นครศรีธรรมราช","นครศรีธรรมราช",85,1.1,27.9,11,"2016"
"840",552201,"28/8/2017","นครศรีธรรมราช","นครศรีธรรมราช",85,0.6,27,NA,"2017"
"841",552201,"28/9/2015","นครศรีธรรมราช","นครศรีธรรมราช",77,0,28.1,8,"2015"
"842",552201,"28/9/2016","นครศรีธรรมราช","นครศรีธรรมราช",83,8.5,27.6,27,"2016"
"843",552201,"28/9/2017","นครศรีธรรมราช","นครศรีธรรมราช",81,0,28.4,NA,"2017"
"844",552201,"29/1/2015","นครศรีธรรมราช","นครศรีธรรมราช",83,0,26.1,12,"2015"
"845",552201,"29/1/2016","นครศรีธรรมราช","นครศรีธรรมราช",86,0,27.1,14,"2016"
"846",552201,"29/1/2017","นครศรีธรรมราช","นครศรีธรรมราช",84,0,25.9,9,"2017"
"847",552201,"29/1/2018","นครศรีธรรมราช","นครศรีธรรมราช",84,0,27.1,12,"2018"
"848",552201,"29/10/2015","นครศรีธรรมราช","นครศรีธรรมราช",90,0,26.2,8,"2015"
"849",552201,"29/10/2016","นครศรีธรรมราช","นครศรีธรรมราช",92,0,26,12,"2016"
"850",552201,"29/10/2017","นครศรีธรรมราช","นครศรีธรรมราช",86,0,27.4,NA,"2017"
"851",552201,"29/11/2015","นครศรีธรรมราช","นครศรีธรรมราช",94,0,26,26,"2015"
"852",552201,"29/11/2016","นครศรีธรรมราช","นครศรีธรรมราช",90,0,26.8,16,"2016"
"853",552201,"29/11/2017","นครศรีธรรมราช","นครศรีธรรมราช",97,0,24.3,NA,"2017"
"854",552201,"29/12/2015","นครศรีธรรมราช","นครศรีธรรมราช",83,0,26.9,18,"2015"
"855",552201,"29/12/2016","นครศรีธรรมราช","นครศรีธรรมราช",84,0,26.2,20,"2016"
"856",552201,"29/12/2017","นครศรีธรรมราช","นครศรีธรรมราช",91,0,26,NA,"2017"
"857",552201,"29/2/2015","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"858",552201,"29/2/2016","นครศรีธรรมราช","นครศรีธรรมราช",84,0,27.5,14,"2016"
"859",552201,"29/2/2017","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"860",552201,"29/2/2018","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"861",552201,"29/3/2015","นครศรีธรรมราช","นครศรีธรรมราช",78,0,28.5,15,"2015"
"862",552201,"29/3/2016","นครศรีธรรมราช","นครศรีธรรมราช",76,0,28.6,16,"2016"
"863",552201,"29/3/2017","นครศรีธรรมราช","นครศรีธรรมราช",92,0,26,10,"2017"
"864",552201,"29/3/2018","นครศรีธรรมราช","นครศรีธรรมราช",79,0,28.5,13,"2018"
"865",552201,"29/4/2015","นครศรีธรรมราช","นครศรีธรรมราช",78,0,28.8,13,"2015"
"866",552201,"29/4/2016","นครศรีธรรมราช","นครศรีธรรมราช",78,0,31,14,"2016"
"867",552201,"29/4/2017","นครศรีธรรมราช","นครศรีธรรมราช",81,0,28.3,11,"2017"
"868",552201,"29/4/2018","นครศรีธรรมราช","นครศรีธรรมราช",90,17.9,26.9,20,"2018"
"869",552201,"29/5/2015","นครศรีธรรมราช","นครศรีธรรมราช",75,0,29.6,12,"2015"
"870",552201,"29/5/2016","นครศรีธรรมราช","นครศรีธรรมราช",85,0,28.1,15,"2016"
"871",552201,"29/5/2017","นครศรีธรรมราช","นครศรีธรรมราช",82,0,28.9,0,"2017"
"872",552201,"29/6/2015","นครศรีธรรมราช","นครศรีธรรมราช",82,0,27.9,10,"2015"
"873",552201,"29/6/2016","นครศรีธรรมราช","นครศรีธรรมราช",85,0,26.8,15,"2016"
"874",552201,"29/6/2017","นครศรีธรรมราช","นครศรีธรรมราช",79,0,28.6,NA,"2017"
"875",552201,"29/7/2015","นครศรีธรรมราช","นครศรีธรรมราช",88,0,26.5,16,"2015"
"876",552201,"29/7/2016","นครศรีธรรมราช","นครศรีธรรมราช",84,0,27.1,10,"2016"
"877",552201,"29/7/2017","นครศรีธรรมราช","นครศรีธรรมราช",72,0,29.6,NA,"2017"
"878",552201,"29/8/2015","นครศรีธรรมราช","นครศรีธรรมราช",87,0,27,12,"2015"
"879",552201,"29/8/2016","นครศรีธรรมราช","นครศรีธรรมราช",80,0,28.5,15,"2016"
"880",552201,"29/8/2017","นครศรีธรรมราช","นครศรีธรรมราช",79,0,28.1,NA,"2017"
"881",552201,"29/9/2015","นครศรีธรรมราช","นครศรีธรรมราช",85,0,27.1,13,"2015"
"882",552201,"29/9/2016","นครศรีธรรมราช","นครศรีธรรมราช",81,0,28.1,24,"2016"
"883",552201,"29/9/2017","นครศรีธรรมราช","นครศรีธรรมราช",89,0,27.2,NA,"2017"
"884",552201,"3/1/2015","นครศรีธรรมราช","นครศรีธรรมราช",80,0,25.8,16,"2015"
"885",552201,"3/1/2016","นครศรีธรรมราช","นครศรีธรรมราช",85,0,26.7,10,"2016"
"886",552201,"3/1/2017","นครศรีธรรมราช","นครศรีธรรมราช",97,0,24.4,19,"2017"
"887",552201,"3/1/2018","นครศรีธรรมราช","นครศรีธรรมราช",89,1.7,25.8,8,"2018"
"888",552201,"3/10/2015","นครศรีธรรมราช","นครศรีธรรมราช",85,0,27.6,14,"2015"
"889",552201,"3/10/2016","นครศรีธรรมราช","นครศรีธรรมราช",85,0,27.8,17,"2016"
"890",552201,"3/10/2017","นครศรีธรรมราช","นครศรีธรรมราช",84,0,27,NA,"2017"
"891",552201,"3/11/2015","นครศรีธรรมราช","นครศรีธรรมราช",96,0,25.3,10,"2015"
"892",552201,"3/11/2016","นครศรีธรรมราช","นครศรีธรรมราช",88,0,27.6,14,"2016"
"893",552201,"3/11/2017","นครศรีธรรมราช","นครศรีธรรมราช",94,0,25.1,NA,"2017"
"894",552201,"3/12/2015","นครศรีธรรมราช","นครศรีธรรมราช",88,0,27.4,12,"2015"
"895",552201,"3/12/2016","นครศรีธรรมราช","นครศรีธรรมราช",100,0,23.6,20,"2016"
"896",552201,"3/12/2017","นครศรีธรรมราช","นครศรีธรรมราช",94,0,25.8,NA,"2017"
"897",552201,"3/2/2015","นครศรีธรรมราช","นครศรีธรรมราช",79,0,26,18,"2015"
"898",552201,"3/2/2016","นครศรีธรรมราช","นครศรีธรรมราช",89,0,26.4,15,"2016"
"899",552201,"3/2/2017","นครศรีธรรมราช","นครศรีธรรมราช",88,0,25.7,10,"2017"
"900",552201,"3/2/2018","นครศรีธรรมราช","นครศรีธรรมราช",83,0,26.8,20,"2018"
"901",552201,"3/3/2015","นครศรีธรรมราช","นครศรีธรรมราช",81,0,26.9,13,"2015"
"902",552201,"3/3/2016","นครศรีธรรมราช","นครศรีธรรมราช",81,0,27.3,15,"2016"
"903",552201,"3/3/2017","นครศรีธรรมราช","นครศรีธรรมราช",78,0,27.4,17,"2017"
"904",552201,"3/3/2018","นครศรีธรรมราช","นครศรีธรรมราช",81,0,27.7,13,"2018"
"905",552201,"3/4/2015","นครศรีธรรมราช","นครศรีธรรมราช",77,0,29.5,13,"2015"
"906",552201,"3/4/2016","นครศรีธรรมราช","นครศรีธรรมราช",78,0,28.7,15,"2016"
"907",552201,"3/4/2017","นครศรีธรรมราช","นครศรีธรรมราช",94,0,25.2,16,"2017"
"908",552201,"3/4/2018","นครศรีธรรมราช","นครศรีธรรมราช",82,0,28.1,15,"2018"
"909",552201,"3/5/2015","นครศรีธรรมราช","นครศรีธรรมราช",79,0,28.8,14,"2015"
"910",552201,"3/5/2016","นครศรีธรรมราช","นครศรีธรรมราช",77,0,30.1,15,"2016"
"911",552201,"3/5/2017","นครศรีธรรมราช","นครศรีธรรมราช",78,0,29.7,10,"2017"
"912",552201,"3/6/2015","นครศรีธรรมราช","นครศรีธรรมราช",78,0,29.4,13,"2015"
"913",552201,"3/6/2016","นครศรีธรรมราช","นครศรีธรรมราช",73,0,29.6,12,"2016"
"914",552201,"3/6/2017","นครศรีธรรมราช","นครศรีธรรมราช",80,0,29.6,NA,"2017"
"915",552201,"3/6/2018","นครศรีธรรมราช","นครศรีธรรมราช",97,0,28.5,0,"2018"
"916",552201,"3/7/2015","นครศรีธรรมราช","นครศรีธรรมราช",68,0,29.9,19,"2015"
"917",552201,"3/7/2016","นครศรีธรรมราช","นครศรีธรรมราช",84,0,28.9,12,"2016"
"918",552201,"3/7/2017","นครศรีธรรมราช","นครศรีธรรมราช",80,0,28.9,NA,"2017"
"919",552201,"3/8/2015","นครศรีธรรมราช","นครศรีธรรมราช",83,0,27.4,12,"2015"
"920",552201,"3/8/2016","นครศรีธรรมราช","นครศรีธรรมราช",83,0,27.5,11,"2016"
"921",552201,"3/8/2017","นครศรีธรรมราช","นครศรีธรรมราช",83,0,28.3,NA,"2017"
"922",552201,"3/9/2015","นครศรีธรรมราช","นครศรีธรรมราช",90,0,26.8,10,"2015"
"923",552201,"3/9/2016","นครศรีธรรมราช","นครศรีธรรมราช",77,0,29.1,17,"2016"
"924",552201,"3/9/2017","นครศรีธรรมราช","นครศรีธรรมราช",80,0,28.2,NA,"2017"
"925",552201,"30/1/2015","นครศรีธรรมราช","นครศรีธรรมราช",84,0,26.2,14,"2015"
"926",552201,"30/1/2016","นครศรีธรรมราช","นครศรีธรรมราช",84,0,27.4,11,"2016"
"927",552201,"30/1/2017","นครศรีธรรมราช","นครศรีธรรมราช",81,0,25.7,10,"2017"
"928",552201,"30/1/2018","นครศรีธรรมราช","นครศรีธรรมราช",85,0,27.4,14,"2018"
"929",552201,"30/10/2015","นครศรีธรรมราช","นครศรีธรรมราช",87,24.8,27.2,12,"2015"
"930",552201,"30/10/2016","นครศรีธรรมราช","นครศรีธรรมราช",96,65.6,25.4,9,"2016"
"931",552201,"30/10/2017","นครศรีธรรมราช","นครศรีธรรมราช",88,12.7,26.5,NA,"2017"
"932",552201,"30/11/2015","นครศรีธรรมราช","นครศรีธรรมราช",93,4.8,25.9,9,"2015"
"933",552201,"30/11/2016","นครศรีธรรมราช","นครศรีธรรมราช",89,13.4,27.5,14,"2016"
"934",552201,"30/11/2017","นครศรีธรรมราช","นครศรีธรรมราช",97,90.1,24.3,NA,"2017"
"935",552201,"30/12/2015","นครศรีธรรมราช","นครศรีธรรมราช",82,0,26.5,14,"2015"
"936",552201,"30/12/2016","นครศรีธรรมราช","นครศรีธรรมราช",86,0.7,26.1,15,"2016"
"937",552201,"30/12/2017","นครศรีธรรมราช","นครศรีธรรมราช",96,127.1,25.1,NA,"2017"
"938",552201,"30/2/2015","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"939",552201,"30/2/2016","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"940",552201,"30/2/2017","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"941",552201,"30/2/2018","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"942",552201,"30/3/2015","นครศรีธรรมราช","นครศรีธรรมราช",78,0,28.7,15,"2015"
"943",552201,"30/3/2016","นครศรีธรรมราช","นครศรีธรรมราช",77,0,28.4,16,"2016"
"944",552201,"30/3/2017","นครศรีธรรมราช","นครศรีธรรมราช",83,0,27.9,10,"2017"
"945",552201,"30/3/2018","นครศรีธรรมราช","นครศรีธรรมราช",83,0,28.1,13,"2018"
"946",552201,"30/4/2015","นครศรีธรรมราช","นครศรีธรรมราช",75,0,29.1,11,"2015"
"947",552201,"30/4/2016","นครศรีธรรมราช","นครศรีธรรมราช",77,0,30.9,15,"2016"
"948",552201,"30/4/2017","นครศรีธรรมราช","นครศรีธรรมราช",83,0,28.2,13,"2017"
"949",552201,"30/4/2018","นครศรีธรรมราช","นครศรีธรรมราช",98,0,23.9,0,"2018"
"950",552201,"30/5/2015","นครศรีธรรมราช","นครศรีธรรมราช",76,0,29.6,10,"2015"
"951",552201,"30/5/2016","นครศรีธรรมราช","นครศรีธรรมราช",89,0.6,27,16,"2016"
"952",552201,"30/5/2017","นครศรีธรรมราช","นครศรีธรรมราช",85,9.2,28.4,0,"2017"
"953",552201,"30/5/2018","นครศรีธรรมราช","นครศรีธรรมราช",96,4.8,27.1,0,"2018"
"954",552201,"30/6/2015","นครศรีธรรมราช","นครศรีธรรมราช",80,8.1,28.3,13,"2015"
"955",552201,"30/6/2016","นครศรีธรรมราช","นครศรีธรรมราช",92,6.8,25.8,15,"2016"
"956",552201,"30/6/2017","นครศรีธรรมราช","นครศรีธรรมราช",83,0.4,28.4,NA,"2017"
"957",552201,"30/7/2015","นครศรีธรรมราช","นครศรีธรรมราช",83,19.2,27.4,14,"2015"
"958",552201,"30/7/2016","นครศรีธรรมราช","นครศรีธรรมราช",87,10.1,26.3,22,"2016"
"959",552201,"30/7/2017","นครศรีธรรมราช","นครศรีธรรมราช",79,0,28.8,NA,"2017"
"960",552201,"30/8/2015","นครศรีธรรมราช","นครศรีธรรมราช",85,11.5,26.9,14,"2015"
"961",552201,"30/8/2016","นครศรีธรรมราช","นครศรีธรรมราช",84,0,27.6,14,"2016"
"962",552201,"30/8/2017","นครศรีธรรมราช","นครศรีธรรมราช",84,1,27.6,NA,"2017"
"963",552201,"30/9/2015","นครศรีธรรมราช","นครศรีธรรมราช",82,0,27.8,14,"2015"
"964",552201,"30/9/2016","นครศรีธรรมราช","นครศรีธรรมราช",82,0.2,27.6,17,"2016"
"965",552201,"30/9/2017","นครศรีธรรมราช","นครศรีธรรมราช",90,0.3,26.7,NA,"2017"
"966",552201,"31/1/2015","นครศรีธรรมราช","นครศรีธรรมราช",81,0,26.6,16,"2015"
"967",552201,"31/1/2016","นครศรีธรรมราช","นครศรีธรรมราช",83,0,27.5,12,"2016"
"968",552201,"31/1/2017","นครศรีธรรมราช","นครศรีธรรมราช",84,0,25.7,13,"2017"
"969",552201,"31/1/2018","นครศรีธรรมราช","นครศรีธรรมราช",84,0,27.7,16,"2018"
"970",552201,"31/10/2015","นครศรีธรรมราช","นครศรีธรรมราช",95,0,25.3,14,"2015"
"971",552201,"31/10/2016","นครศรีธรรมราช","นครศรีธรรมราช",96,0,25.4,14,"2016"
"972",552201,"31/10/2017","นครศรีธรรมราช","นครศรีธรรมราช",86,0,26.8,NA,"2017"
"973",552201,"31/11/2015","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"974",552201,"31/11/2016","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"975",552201,"31/11/2017","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,NA,NA
"976",552201,"31/12/2015","นครศรีธรรมราช","นครศรีธรรมราช",82,0,26.5,15,"2015"
"977",552201,"31/12/2016","นครศรีธรรมราช","นครศรีธรรมราช",85,0,26.6,22,"2016"
"978",552201,"31/12/2017","นครศรีธรรมราช","นครศรีธรรมราช",92,0,25.3,NA,"2017"
"979",552201,"31/2/2015","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"980",552201,"31/2/2016","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"981",552201,"31/2/2017","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"982",552201,"31/2/2018","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"983",552201,"31/3/2015","นครศรีธรรมราช","นครศรีธรรมราช",77,0,28.7,14,"2015"
"984",552201,"31/3/2016","นครศรีธรรมราช","นครศรีธรรมราช",78,0,28,16,"2016"
"985",552201,"31/3/2017","นครศรีธรรมราช","นครศรีธรรมราช",87,0,27.2,13,"2017"
"986",552201,"31/3/2018","นครศรีธรรมราช","นครศรีธรรมราช",82,0,28,19,"2018"
"987",552201,"31/4/2015","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"988",552201,"31/4/2016","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"989",552201,"31/4/2017","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"990",552201,"31/4/2018","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"991",552201,"31/5/2015","นครศรีธรรมราช","นครศรีธรรมราช",76,0,29.4,13,"2015"
"992",552201,"31/5/2016","นครศรีธรรมราช","นครศรีธรรมราช",82,0,28.1,15,"2016"
"993",552201,"31/5/2017","นครศรีธรรมราช","นครศรีธรรมราช",82,0,28.8,0,"2017"
"994",552201,"31/5/2018","นครศรีธรรมราช","นครศรีธรรมราช",96,0,30,0,"2018"
"995",552201,"31/6/2015","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"996",552201,"31/6/2016","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"997",552201,"31/6/2017","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,NA,NA
"998",552201,"31/7/2015","นครศรีธรรมราช","นครศรีธรรมราช",86,0,27.1,11,"2015"
"999",552201,"31/7/2016","นครศรีธรรมราช","นครศรีธรรมราช",79,0,28.3,18,"2016"
"1000",552201,"31/7/2017","นครศรีธรรมราช","นครศรีธรรมราช",86,0,27.8,NA,"2017"
"1001",552201,"31/8/2015","นครศรีธรรมราช","นครศรีธรรมราช",84,0,27.7,12,"2015"
"1002",552201,"31/8/2016","นครศรีธรรมราช","นครศรีธรรมราช",80,0,28.1,12,"2016"
"1003",552201,"31/8/2017","นครศรีธรรมราช","นครศรีธรรมราช",81,0,28.6,NA,"2017"
"1004",552201,"31/9/2015","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"1005",552201,"31/9/2016","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,0,NA
"1006",552201,"31/9/2017","นครศรีธรรมราช","นครศรีธรรมราช",0,0,0,NA,NA
"1007",552201,"4/1/2015","นครศรีธรรมราช","นครศรีธรรมราช",85,0,25.5,10,"2015"
"1008",552201,"4/1/2016","นครศรีธรรมราช","นครศรีธรรมราช",85,0,27.1,11,"2016"
"1009",552201,"4/1/2017","นครศรีธรรมราช","นครศรีธรรมราช",94,30.9,25.4,17,"2017"
"1010",552201,"4/1/2018","นครศรีธรรมราช","นครศรีธรรมราช",90,2.5,26.5,9,"2018"
"1011",552201,"4/10/2015","นครศรีธรรมราช","นครศรีธรรมราช",83,2.4,27.8,17,"2015"
"1012",552201,"4/10/2016","นครศรีธรรมราช","นครศรีธรรมราช",83,1.9,28.2,10,"2016"
"1013",552201,"4/10/2017","นครศรีธรรมราช","นครศรีธรรมราช",88,18.1,26.9,NA,"2017"
"1014",552201,"4/11/2015","นครศรีธรรมราช","นครศรีธรรมราช",96,11,25.4,8,"2015"
"1015",552201,"4/11/2016","นครศรีธรรมราช","นครศรีธรรมราช",97,30.2,25.3,9,"2016"
"1016",552201,"4/11/2017","นครศรีธรรมราช","นครศรีธรรมราช",84,0,26.8,NA,"2017"
"1017",552201,"4/12/2015","นครศรีธรรมราช","นครศรีธรรมราช",94,40.3,25.9,24,"2015"
"1018",552201,"4/12/2016","นครศรีธรรมราช","นครศรีธรรมราช",99,120.5,24.3,17,"2016"
"1019",552201,"4/12/2017","นครศรีธรรมราช","นครศรีธรรมราช",97,60.7,25.1,NA,"2017"
"1020",552201,"4/2/2015","นครศรีธรรมราช","นครศรีธรรมราช",81,11.5,25.9,15,"2015"
"1021",552201,"4/2/2016","นครศรีธรรมราช","นครศรีธรรมราช",90,3.8,26.1,17,"2016"
"1022",552201,"4/2/2017","นครศรีธรรมราช","นครศรีธรรมราช",89,0,26.1,10,"2017"
"1023",552201,"4/2/2018","นครศรีธรรมราช","นครศรีธรรมราช",79,0,27,19,"2018"
"1024",552201,"4/3/2015","นครศรีธรรมราช","นครศรีธรรมราช",80,0,27.6,13,"2015"
"1025",552201,"4/3/2016","นครศรีธรรมราช","นครศรีธรรมราช",81,0,27.1,14,"2016"
"1026",552201,"4/3/2017","นครศรีธรรมราช","นครศรีธรรมราช",79,0,27.4,14,"2017"
"1027",552201,"4/3/2018","นครศรีธรรมราช","นครศรีธรรมราช",82,0,28,14,"2018"
"1028",552201,"4/4/2015","นครศรีธรรมราช","นครศรีธรรมราช",77,0,29.6,17,"2015"
"1029",552201,"4/4/2016","นครศรีธรรมราช","นครศรีธรรมราช",79,0,28.8,15,"2016"
"1030",552201,"4/4/2017","นครศรีธรรมราช","นครศรีธรรมราช",90,17.4,25.6,12,"2017"
"1031",552201,"4/4/2018","นครศรีธรรมราช","นครศรีธรรมราช",82,0,28,15,"2018"
"1032",552201,"4/5/2015","นครศรีธรรมราช","นครศรีธรรมราช",77,0,29,12,"2015"
"1033",552201,"4/5/2016","นครศรีธรรมราช","นครศรีธรรมราช",84,0.2,29.8,14,"2016"
"1034",552201,"4/5/2017","นครศรีธรรมราช","นครศรีธรรมราช",78,0,29.7,14,"2017"
"1035",552201,"4/6/2015","นครศรีธรรมราช","นครศรีธรรมราช",78,0,29.3,15,"2015"
"1036",552201,"4/6/2016","นครศรีธรรมราช","นครศรีธรรมราช",84,41.2,28,24,"2016"
"1037",552201,"4/6/2017","นครศรีธรรมราช","นครศรีธรรมราช",77,0,29.8,NA,"2017"
"1038",552201,"4/6/2018","นครศรีธรรมราช","นครศรีธรรมราช",94,0,29.75,0,"2018"
"1039",552201,"4/7/2015","นครศรีธรรมราช","นครศรีธรรมราช",69,0,29.8,19,"2015"
"1040",552201,"4/7/2016","นครศรีธรรมราช","นครศรีธรรมราช",83,0,29.4,11,"2016"
"1041",552201,"4/7/2017","นครศรีธรรมราช","นครศรีธรรมราช",81,0,27.9,NA,"2017"
