,addrcode,Week,Year,DF_1,DF_0,DF_wm1,DF_wm2,DF_wm3,DF_wm4,DF_wm5,DF_wm6,DFma_1,DFma_0,DFma_wm1,DFma_wm2,DFma_wm3,DFma_wm4,DFma_wm5,DFma_wm6,RF_wm6,LST_wm4,bin_pop9s,bowl_pop9s,bucket_pop9s,misc_short_pop9s,jar_pop9s,pottedplant_pop9s,tire_pop9s,misc_tall_pop9s,total_pop9s,DF_AVG,DF_SD,AVG_1SD,AVG_2SD,OB1,OB2,DF_AVGs,DF_SDs,AVG_1SDs,AVG_2SDs,OB1s,OB2s
0,8001,15,2014,0.111946982,0.074631321,0.074631321,0.111946982,0.111946982,0.149262643,0.149262643,0.111946982,0.099508428,0.087069875,0.087069875,0.099508428,0.124385535,0.136824089,0.136824089,0.111946982,0.0,0.18822491,0.4371529643560809,0.021269926562779862,1.5571825183593049,0.030039106812347005,0.06623529762970923,1.3661263359006508,0.2339691921905785,0.0037315660636455905,3.715706907875097,0.3767135280973668,0.5950613138596138,0.9717748419569806,1.5668361558165944,0,0,0.37773445350000007,0.5243543250789924,0.9020887785789924,1.4264431036579848,0,0
1,8001,16,2014,0.111946982,0.111946982,0.074631321,0.074631321,0.111946982,0.111946982,0.149262643,0.149262643,0.087069875,0.099508428,0.087069875,0.087069875,0.099508428,0.124385535,0.136824089,0.136824089,0.0,0.431739898,0.4371529643560809,0.021269926562779862,1.5571825183593049,0.030039106812347005,0.06623529762970923,1.3661263359006508,0.2339691921905785,0.0037315660636455905,3.715706907875097,0.3767135280973668,0.5950613138596138,0.9717748419569806,1.5668361558165944,0,0,0.37773445350000007,0.5243543250789924,0.9020887785789924,1.4264431036579848,0,0
2,8001,17,2014,0.037315661,0.111946982,0.111946982,0.074631321,0.074631321,0.111946982,0.111946982,0.149262643,0.087069875,0.087069875,0.099508428,0.087069875,0.087069875,0.099508428,0.124385535,0.136824089,0.0,0.11084851,0.4371529643560809,0.021269926562779862,1.5571825183593049,0.030039106812347005,0.06623529762970923,1.3661263359006508,0.2339691921905785,0.0037315660636455905,3.715706907875097,0.3767135280973668,0.5950613138596138,0.9717748419569806,1.5668361558165944,0,0,0.37773445350000007,0.5243543250789924,0.9020887785789924,1.4264431036579848,0,0
3,8001,18,2014,0.111946982,0.037315661,0.111946982,0.111946982,0.074631321,0.074631321,0.111946982,0.111946982,0.049754214000000005,0.087069875,0.087069875,0.099508428,0.087069875,0.087069875,0.099508428,0.124385535,0.0113187,0.076949912,0.4371529643560809,0.021269926562779862,1.5571825183593049,0.030039106812347005,0.06623529762970923,1.3661263359006508,0.2339691921905785,0.0037315660636455905,3.715706907875097,0.3767135280973668,0.5950613138596138,0.9717748419569806,1.5668361558165944,0,0,0.37773445350000007,0.5243543250789924,0.9020887785789924,1.4264431036579848,0,0
4,8001,19,2014,0.0,0.111946982,0.037315661,0.111946982,0.111946982,0.074631321,0.074631321,0.111946982,0.074631321,0.049754214000000005,0.087069875,0.087069875,0.099508428,0.087069875,0.087069875,0.099508428,0.000412112,0.370272933,0.4371529643560809,0.021269926562779862,1.5571825183593049,0.030039106812347005,0.06623529762970923,1.3661263359006508,0.2339691921905785,0.0037315660636455905,3.715706907875097,0.3767135280973668,0.5950613138596138,0.9717748419569806,1.5668361558165944,0,0,0.37773445350000007,0.5243543250789924,0.9020887785789924,1.4264431036579848,0,0
5,8001,20,2014,0.111946982,0.0,0.111946982,0.037315661,0.111946982,0.111946982,0.074631321,0.074631321,0.049754214000000005,0.074631321,0.049754214000000005,0.087069875,0.087069875,0.099508428,0.087069875,0.087069875,0.018061042,0.169253387,0.4371529643560809,0.021269926562779862,1.5571825183593049,0.030039106812347005,0.06623529762970923,1.3661263359006508,0.2339691921905785,0.0037315660636455905,3.715706907875097,0.3767135280973668,0.5950613138596138,0.9717748419569806,1.5668361558165944,0,0,0.37773445350000007,0.5243543250789924,0.9020887785789924,1.4264431036579848,0,0
6,8001,21,2014,0.037315661,0.111946982,0.0,0.111946982,0.037315661,0.111946982,0.111946982,0.074631321,0.074631321,0.049754214000000005,0.074631321,0.049754214000000005,0.087069875,0.087069875,0.099508428,0.087069875,0.18822491,0.193050452,0.4371529643560809,0.021269926562779862,1.5571825183593049,0.030039106812347005,0.06623529762970923,1.3661263359006508,0.2339691921905785,0.0037315660636455905,3.715706907875097,0.3767135280973668,0.5950613138596138,0.9717748419569806,1.5668361558165944,0,0,0.37773445350000007,0.5243543250789924,0.9020887785789924,1.4264431036579848,0,0
7,8001,22,2014,0.074631321,0.037315661,0.111946982,0.0,0.111946982,0.037315661,0.111946982,0.111946982,0.099508428,0.074631321,0.049754214000000005,0.074631321,0.049754214000000005,0.087069875,0.087069875,0.099508428,0.431739898,0.176096361,0.4371529643560809,0.021269926562779862,1.5571825183593049,0.030039106812347005,0.06623529762970923,1.3661263359006508,0.2339691921905785,0.0037315660636455905,3.715706907875097,0.3767135280973668,0.5950613138596138,0.9717748419569806,1.5668361558165944,0,0,0.37773445350000007,0.5243543250789924,0.9020887785789924,1.4264431036579848,0,0
8,8001,23,2014,0.186578303,0.074631321,0.037315661,0.111946982,0.0,0.111946982,0.037315661,0.111946982,0.161701196,0.099508428,0.074631321,0.049754214000000005,0.074631321,0.049754214000000005,0.087069875,0.087069875,0.11084851,0.061443005,0.4371529643560809,0.021269926562779862,1.5571825183593049,0.030039106812347005,0.06623529762970923,1.3661263359006508,0.2339691921905785,0.0037315660636455905,3.715706907875097,0.3767135280973668,0.5950613138596138,0.9717748419569806,1.5668361558165944,0,0,0.37773445350000007,0.5243543250789924,0.9020887785789924,1.4264431036579848,0,0
9,8001,24,2014,0.223893964,0.186578303,0.074631321,0.037315661,0.111946982,0.0,0.111946982,0.037315661,0.236332517,0.161701196,0.099508428,0.074631321,0.049754214000000005,0.074631321,0.049754214000000005,0.087069875,0.076949912,0.225827722,0.4371529643560809,0.021269926562779862,1.5571825183593049,0.030039106812347005,0.06623529762970923,1.3661263359006508,0.2339691921905785,0.0037315660636455905,3.715706907875097,0.3767135280973668,0.5950613138596138,0.9717748419569806,1.5668361558165944,0,0,0.37773445350000007,0.5243543250789924,0.9020887785789924,1.4264431036579848,0,0
10,8001,25,2014,0.298525285,0.223893964,0.186578303,0.074631321,0.037315661,0.111946982,0.0,0.111946982,0.273648178,0.236332517,0.161701196,0.099508428,0.074631321,0.049754214000000005,0.074631321,0.049754214000000005,0.370272933,0.25876792,0.4371529643560809,0.021269926562779862,1.5571825183593049,0.030039106812347005,0.06623529762970923,1.3661263359006508,0.2339691921905785,0.0037315660636455905,3.715706907875097,0.3767135280973668,0.5950613138596138,0.9717748419569806,1.5668361558165944,0,0,0.37773445350000007,0.5243543250789924,0.9020887785789924,1.4264431036579848,0,0
