,addrcode,actual,predicted
0,100101,0.0,0.2058503340879196
1,100102,0.10221047194736839,0.20602314731823337
2,100103,0.348092453368421,0.3498111916921475
3,100104,0.3451502553157895,0.36072008821834955
4,100105,0.24069319642105266,0.4452870264866469
5,100106,0.22301516505263158,0.3263715800896942
6,100107,0.20725173852631576,0.25858398921149167
7,100108,0.20415662905263157,0.35993959150282145
8,100109,0.0,0.40292631755547076
9,100110,0.4524204492631579,0.3220809862358116
10,100111,0.3614806246315791,0.29294660984208104
11,100112,0.4850430367894738,0.20125459229032208
12,100201,0.3677496734736842,0.27570025177225627
13,100202,0.192831216,0.17997026440792388
14,100203,0.11153121215789473,0.27087966626761356
15,100204,2.1857544323157896,0.6958505279638181
16,100301,0.25284059363157896,0.11516607842277748
17,100302,0.36535463757894737,0.17525055397640996
18,100303,0.16404493031578946,0.16859216670068208
19,100304,0.10900317799999999,0.21902377161504566
20,100305,0.20058365915789475,0.1299517288302213
21,100306,0.1886815236842105,0.11006776529192513
22,100307,0.2331400178947368,0.2031611250333007
23,100401,0.29744068831578946,0.4075883536275134
24,100402,0.12959453115789474,0.281835057034733
25,100403,0.5661956576842105,0.2278425704643031
26,100404,0.13602234394736842,0.6685222714791684
27,100405,1.512819023263158,0.5399765748935829
28,100502,0.2044024725263158,0.17291999465275787
29,100508,0.15388053442105268,0.11194213889092265
30,100601,0.5545366331578948,0.28314780717964366
31,100608,0.3988707697368421,0.31000974940204123
32,100701,0.13415015857894738,0.2558910691929833
33,100702,0.3797372217368421,0.4360513965319132
34,100703,0.4343256223157896,0.40551573698654986
35,100704,0.23062531178947362,0.2183125555952646
36,100801,0.2642479174736842,0.2716261751347946
37,100802,0.10823604121052632,0.13083268350836996
38,100803,0.992846141,0.44492513963448826
39,100804,0.1464225313684211,0.27175475299463164
40,100805,0.3641819743684211,0.35391656622050327
41,101001,0.27293747531578955,0.0984855906932032
42,101002,0.4928828898947369,0.2853064708695033
43,101102,0.1649868129473684,0.14508472346668919
44,101103,0.29743997673684214,0.23194474515008418
45,101104,0.2872027157777778,0.3150425486886951
46,101105,0.15203232877777778,0.05780403872151382
47,101106,0.2962870008888889,0.2798858607193794
48,101203,0.3174797548888889,0.1944702268632794
49,101204,0.39063493627777773,0.24885525124342164
50,101301,0.3074363425,0.2553172595086073
51,101302,0.3622794623888889,0.40322991812601033
52,101303,0.14057579866666667,0.2623369384849695
53,101401,0.44111890877777776,0.32121085436013874
54,101501,0.14870330722222222,0.19765684175915624
55,101502,0.21884328211111112,0.269330474854109
56,101503,0.1902326927222223,0.34790005860986967
57,101504,0.5694834948333333,0.48008939070127976
58,101505,0.22854705022222221,0.19430115285748203
59,101506,0.32268626100000003,0.24025941417665342
60,101507,0.043500654166666666,0.17572318487876704
61,101601,0.9877163996111111,0.30885772919902327
62,101602,0.3397200705555556,0.2111716341867526
63,101701,0.9154842580555554,0.4099979322339177
64,101702,0.3257244111111111,0.21778395775623663
65,101704,0.2353444587777778,0.24991178350372367
66,101801,0.28454590533333335,0.2202912258291017
67,101802,0.28631517566666664,0.303855206590089
68,101803,0.19345396005555554,0.20049712345895132
69,101804,0.20394844194444448,0.24407148138116488
70,101901,0.10423181155555558,0.17115006138993027
71,101902,0.3205298246666667,0.29255911001970347
72,101904,0.702219012111111,0.524919568789154
73,101905,0.15006517127777774,0.15832312313121222
74,101907,0.8537522410555557,0.6293241670809789
75,102004,0.592187792,0.37422614996871306
76,102005,0.23991417933333337,0.21364401052540224
77,102006,0.5987219476666668,0.265282277707317
78,102007,0.07926733605555553,0.18689442828328362
79,102009,0.8182559611666665,0.4800879271229783
80,102105,0.43836577233333335,0.2587437795940327
81,102107,0.25347578666666665,0.12674910276814508
82,102201,0.2925747454444444,0.2611700535362086
83,102202,0.22085386794444448,0.2647633850705237
84,102206,0.37267417455555557,0.2597342684310677
85,102207,0.36532402777777784,0.2635409151512514
86,102208,0.12356662716666666,0.3114621194284794
87,102209,0.2302076657777778,0.2714858491294805
88,102210,0.19180604566666665,0.18840908110599405
89,102302,0.2642449149444444,0.13609722570822336
90,102303,0.2418209957222222,0.22615993826332714
91,102401,0.4488330341666667,0.35458671296642835
92,102402,0.122644118,0.1976747116061681
93,102501,0.2998111735789473,0.2227652061219512
94,102502,0.36470110157894736,0.277497409259413
95,102503,0.5670016123684212,0.279091375700072
96,102504,0.6644090602105264,0.43153315250557134
97,102601,0.5381356687894736,0.36084351401136433
98,102701,0.5173880138947369,0.43711970603434674
99,102801,0.036399879842105264,0.24222155387389357
100,102802,0.04995641305263158,0.2147587472019213
101,102803,0.12045064626315793,0.24588892354450778
102,102902,0.2198031986842105,0.21373694453079448
103,103001,0.3774891816842105,0.26743359523462285
104,103002,0.5639566145263157,0.4224597643205779
105,103003,0.5607441277894737,0.3427598197621597
106,103004,1.3672732183684213,0.555590433304863
107,103005,0.43834079236842105,0.3946234217985554
108,103101,0.11863252800000001,0.1986398785850713
109,103102,0.029177089263157898,0.192604794231205
110,103103,0.1670446053157895,0.18593937974444663
111,103201,0.2518424094736842,0.18185788854092502
112,103203,0.18506969831578943,0.17216462674141558
113,103301,0.3780349176315789,0.3573338561464014
114,103302,0.2673187694736843,0.30536744641027447
115,103303,0.5624935953684211,0.44345029407250647
116,103401,0.35234710721052637,0.2277737076205515
117,103501,0.15077265710526314,0.1675640846596954
118,103502,0.09616181242105262,0.16876169536103588
119,103503,0.3030765770526316,0.22085530465712055
120,103504,0.7282076431578947,0.4694124632573921
121,103602,0.1968302787368421,0.16047757223655895
122,103604,0.1315372402105263,0.14475736153698904
123,103605,0.10402796278947371,0.17593313538118882
124,103701,0.3480816197368421,0.26344826704255453
125,103702,0.2617907653684211,0.4345079903907629
126,103703,0.49639053173684206,0.3696087424625834
127,103704,0.2885854825263158,0.2902581942855127
128,103801,0.4257305931052631,0.3486528590880676
129,103802,0.22356339105263157,0.21459580311891882
130,103901,0.5041924365789473,0.4431041899062832
131,103902,0.4347104433157895,0.24921090171433116
132,103903,0.5055364962105263,0.41688665185902557
133,104001,0.6406603071052631,0.2881279865073255
134,104003,0.18627986700000002,0.15970283350839373
135,104004,0.20599247189473685,0.1821941380067976
136,104101,0.22921978326315787,0.1611270607818973
137,104102,0.37468198884210535,0.3075888261985659
138,104201,0.10209649300000001,0.08463806826097105
139,104202,0.1056888286842105,0.1599071764874443
140,104203,0.11674741684210527,0.08368568101348009
141,104301,0.476964346,0.28722625975220867
142,104302,0.12474453905263157,0.13315449045274966
143,104401,0.46961806615789475,0.16253283221641437
144,104501,1.492867297,0.5777303039683607
145,104502,0.06351357068421053,0.24190778228396279
146,104503,0.26469311468421053,0.3492045460036525
147,104504,0.5948916305263158,0.49053593159941344
148,104601,0.38027206300000005,0.12082596479845865
149,104602,0.1897576025263158,0.09468143092233283
150,104603,0.329967341368421,0.11390325005943498
151,104604,0.3001040360526316,0.22390652308129202
152,104605,0.4334063167894737,0.15722479318140067
153,104701,0.20589818221052633,0.2239181003510255
154,104801,0.587691756263158,0.11622467216657062
155,104802,0.31658736900000006,0.15954659586747177
156,104901,0.14232313815789474,0.25216442915665266
157,104902,0.1426115342631579,0.23797948818265044
158,105001,0.36353203800000006,0.2567781393826568
