,addrcode,Week,Year,predicted,actual,different
0,8001,7,2017,0.7001411143766951,0.858260195,0.15811908062330482
1,8001,8,2017,0.6768003533602694,0.541077079,0.13572327436026943
2,8001,9,2017,0.7017266689624305,0.541077079,0.1606495899624305
3,8001,10,2017,0.4529711224007086,0.578392739,0.1254216165992914
4,8001,11,2017,0.5567588779445221,0.559734909,0.0029760310554779457
5,8001,12,2017,0.5052620733882688,0.615708401,0.11044632761173123
6,8001,13,2017,0.4811279778302211,0.485103588,0.003975610169778876
7,8001,14,2017,0.5286434166844501,0.59705057,0.0684071533155498
8,8001,15,2017,0.4233324369060345,0.783628874,0.3602964370939655
9,8001,16,2017,0.5521207441741219,0.634366231,0.08224548682587807
10,8001,17,2017,0.6384126945497897,0.57839274,0.0600199545497897
11,8001,18,2017,0.4614011903422682,0.653024061,0.19162287065773181
12,8001,19,2017,0.5349916220157497,0.708997552,0.17400592998425035
13,8001,20,2017,0.569458787712381,0.6530240620000001,0.08356527428761906
14,8001,21,2017,0.5810005701165135,0.690339722,0.10933915188348653
15,8001,22,2017,0.5526094409229901,0.764971043,0.21236160207700983
16,8001,23,2017,0.5699890975916858,0.59705057,0.027061472408314136
17,8001,24,2017,0.6110507477634814,0.578392739,0.03265800876348146
18,8001,25,2017,0.5006089353237468,0.615708401,0.11509946567625318
19,8001,26,2017,0.5313266023833652,0.597050571,0.06572396861663488
20,8001,27,2017,0.5134581297808911,0.57839274,0.06493461021910885
21,8001,28,2017,0.4954011736793471,0.373156607,0.12224456667934713
22,8001,29,2017,0.5009003015437761,0.5037614189999999,0.0028611174562238606
23,8001,30,2017,0.3503697400523537,0.708997552,0.3586278119476463
24,8001,31,2017,0.4924842948289424,0.858260195,0.36577590017105754
25,8001,32,2017,0.5585568099308269,0.858260195,0.29970338506917304
26,8001,33,2017,0.656895199369072,0.597050571,0.059844628369072006
27,8001,34,2017,0.6638393939373752,0.6530240620000001,0.010815331937375161
28,8001,35,2017,0.5028558203180591,0.746313213,0.2434573926819409
29,8001,36,2017,0.6323205056559502,0.690339722,0.05801921634404983
30,8001,37,2017,0.5954665103817405,0.54107708,0.05438943038174049
31,8001,38,2017,0.5513594300563223,0.429130098,0.12222933205632225
32,8001,39,2017,0.4585438460070931,0.485103589,0.02655974299290692
33,8001,40,2017,0.4053494230131749,0.55973491,0.15438548698682508
34,8001,41,2017,0.4454978662255084,0.597050571,0.15155270477449162
35,8001,42,2017,0.447859189721089,0.54107708,0.09321789027891098
36,8001,43,2017,0.4738751184374443,0.615708401,0.14183328256255573
37,8001,44,2017,0.4550909764396439,0.690339722,0.23524874556035613
38,8001,45,2017,0.5179342481187061,0.615708401,0.09777415288129387
39,8001,46,2017,0.5446312581010314,0.764971043,0.22033978489896855
40,8002,7,2017,0.33188285917650445,0.401123145,0.06924028582349556
41,8002,8,2017,0.35883751951489645,0.26741543,0.09142208951489644
42,8002,9,2017,0.36464368359769855,0.26741543,0.09722825359769854
43,8002,10,2017,0.2995317049294954,0.133707715,0.16582398992949537
44,8002,11,2017,0.3416809449312754,0.133707715,0.20797322993127537
45,8002,12,2017,0.20464642427085256,0.401123145,0.19647672072914746
46,8002,13,2017,0.2353934157148781,0.26741543,0.032022014285121914
