,addrcode,Week,Year,DF_6,DF_5,DF_4,DF_3,DF_2,DF_1,DF_0,DF_wm1,DF_wm2,DF_wm3,DFma_6,DFma_5,DFma_4,DFma_3,DFma_2,DFma_1,DFma_0,DFma_wm1,DFma_wm2,DFma_wm3,RF_wm6,LST_wm4,bin,bowl,bucket,misc_short,jar,pottedplant,tire,misc_tall,total
0,810103,15,2014,2.357795461,0.589448865,0.0,1.178897731,0.0,0.0,0.589448865,0.0,0.0,0.58944887,1.4736221630000002,0.294724433,0.589448865,0.589448865,0.0,0.294724433,0.294724433,0.0,0.294724433,0.294724433,0.0,4.809643891,0.221,0.055,3.8539999999999996,0.048,0.152,2.355,0.47700000000000004,0.013999999999999999,7.1770000000000005
1,810103,16,2014,2.357795461,2.357795461,0.589448865,0.0,1.178897731,0.0,0.0,0.589448865,0.0,0.0,2.357795461,1.4736221630000002,0.294724433,0.589448865,0.589448865,0.0,0.294724433,0.294724433,0.0,0.294724433,0.0,4.744657344,0.221,0.055,3.8539999999999996,0.048,0.152,2.355,0.47700000000000004,0.013999999999999999,7.1770000000000005
2,810103,17,2014,0.589448865,2.357795461,2.357795461,0.589448865,0.0,1.178897731,0.0,0.0,0.589448865,0.0,1.4736221630000002,2.357795461,1.4736221630000002,0.294724433,0.589448865,0.589448865,0.0,0.294724433,0.294724433,0.0,0.0,4.566781926,0.221,0.055,3.8539999999999996,0.048,0.152,2.355,0.47700000000000004,0.013999999999999999,7.1770000000000005
3,810103,18,2014,0.589448865,0.589448865,2.357795461,2.357795461,0.589448865,0.0,1.178897731,0.0,0.0,0.58944887,0.589448865,1.4736221630000002,2.357795461,1.4736221630000002,0.294724433,0.589448865,0.589448865,0.0,0.294724433,0.294724433,0.0,4.408343649,0.221,0.055,3.8539999999999996,0.048,0.152,2.355,0.47700000000000004,0.013999999999999999,7.1770000000000005
4,810103,19,2014,1.768346596,0.589448865,0.589448865,2.357795461,2.357795461,0.589448865,0.0,1.178897731,0.0,0.0,1.178897731,0.589448865,1.4736221630000002,2.357795461,1.4736221630000002,0.294724433,0.589448865,0.589448865,0.0,0.294724433,0.002942648,4.199957034,0.221,0.055,3.8539999999999996,0.048,0.152,2.355,0.47700000000000004,0.013999999999999999,7.1770000000000005
5,810103,20,2014,1.768346596,1.768346596,0.589448865,0.589448865,2.357795461,2.357795461,0.589448865,0.0,1.178897731,0.0,1.768346596,1.178897731,0.589448865,1.4736221630000002,2.357795461,1.4736221630000002,0.294724433,0.589448865,0.589448865,0.0,0.087690904,3.9580925000000002,0.221,0.055,3.8539999999999996,0.048,0.152,2.355,0.47700000000000004,0.013999999999999999,7.1770000000000005
6,810103,21,2014,1.178897731,1.768346596,1.768346596,0.589448865,0.589448865,2.357795461,2.357795461,0.589448865,0.0,1.17889773,1.4736221630000002,1.768346596,1.178897731,0.589448865,1.4736221630000002,2.357795461,1.4736221630000002,0.294724433,0.589448865,0.589448865,0.22408263,3.991800595,0.221,0.055,3.8539999999999996,0.048,0.152,2.355,0.47700000000000004,0.013999999999999999,7.1770000000000005
7,810103,22,2014,0.589448865,1.178897731,1.768346596,1.768346596,0.589448865,0.589448865,2.357795461,2.357795461,0.589448865,0.0,0.884173298,1.4736221630000002,1.768346596,1.178897731,0.589448865,1.4736221630000002,2.357795461,1.4736221630000002,0.294724433,0.589448865,0.8286496190000001,4.229266197,0.221,0.055,3.8539999999999996,0.048,0.152,2.355,0.47700000000000004,0.013999999999999999,7.1770000000000005
8,810103,23,2014,1.178897731,0.589448865,1.178897731,1.768346596,1.768346596,0.589448865,0.589448865,2.357795461,2.357795461,0.58944887,0.884173298,0.884173298,1.4736221630000002,1.768346596,1.178897731,0.589448865,1.4736221630000002,2.357795461,1.4736221630000002,0.294724433,0.43168643100000004,4.183384313,0.221,0.055,3.8539999999999996,0.048,0.152,2.355,0.47700000000000004,0.013999999999999999,7.1770000000000005
9,810103,24,2014,0.589448865,1.178897731,0.589448865,1.178897731,1.768346596,1.768346596,0.589448865,0.589448865,2.357795461,2.35779546,0.884173298,0.884173298,0.884173298,1.4736221630000002,1.768346596,1.178897731,0.589448865,1.4736221630000002,2.357795461,1.4736221630000002,0.27955154,4.154356476999999,0.221,0.055,3.8539999999999996,0.048,0.152,2.355,0.47700000000000004,0.013999999999999999,7.1770000000000005
10,810103,25,2014,0.0,0.589448865,1.178897731,0.589448865,1.178897731,1.768346596,1.768346596,0.589448865,0.589448865,2.35779546,0.294724433,0.884173298,0.884173298,0.884173298,1.4736221630000002,1.768346596,1.178897731,0.589448865,1.4736221630000002,2.357795461,0.402995615,4.198345797,0.221,0.055,3.8539999999999996,0.048,0.152,2.355,0.47700000000000004,0.013999999999999999,7.1770000000000005
11,810103,26,2014,0.589448865,0.0,0.589448865,1.178897731,0.589448865,1.178897731,1.768346596,1.768346596,0.589448865,0.58944887,0.294724433,0.294724433,0.884173298,0.884173298,0.884173298,1.4736221630000002,1.768346596,1.178897731,0.589448865,1.4736221630000002,1.104817114,4.2228724,0.221,0.055,3.8539999999999996,0.048,0.152,2.355,0.47700000000000004,0.013999999999999999,7.1770000000000005
12,810103,27,2014,0.0,0.589448865,0.0,0.589448865,1.178897731,0.589448865,1.178897731,1.768346596,1.768346596,0.58944887,0.294724433,0.294724433,0.294724433,0.884173298,0.884173298,0.884173298,1.4736221630000002,1.768346596,1.178897731,0.589448865,0.40564399799999995,4.227527084,0.221,0.055,3.8539999999999996,0.048,0.152,2.355,0.47700000000000004,0.013999999999999999,7.1770000000000005
